,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
6536,Heron Hill 2020 Dry Riesling (Finger Lakes),$16,12.0,750,White,Finger Lakes,Riesling,Heron Hill,91 Points,2020
6537,Laterus 2019 Megalith Red (Red Mountain),$45,15.0,750,Red,Columbia Valley,Bordeaux-style Red Blend,Laterus,91 Points,2019
6538,Le Nardian 2019  Bordeaux Blanc,$50,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Le Nardian,91 Points,2019
6539,Lorenzo Negro 2020 Sant'Anna Riserva  (Roero),N/A,13.0,750,White,Piedmont,"Arneis, Italian White",Lorenzo Negro,91 Points,2020
6540,Lorimar 2018 Montepulciano (Temecula Valley),$64,15.0,750,Red,South Coast,"Montepulciano, Italian Red",Lorimar,91 Points,2018
6541,Lucy 2021 Pico Blanco White (Monterey County),$24,13.0,750,White,Central Coast,"Pinot Gris-Pinot Blanc, White Blend",Lucy,91 Points,2021
6542,Peachy Canyon 2020 The Odd One Red (Adelaida District),$45,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Peachy Canyon,91 Points,2020
6543,Alma Rosa 2020 La Encantada Pinot Gris (Sta. Rita Hills),$32,13.0,750,White,Central Coast,Pinot Gris,Alma Rosa,91 Points,2020
6544,Ancient Peaks 2021 Sauvignon Blanc (Santa Margarita Ranch),$18,13.0,750,White,Central Coast,Sauvignon Blanc,Ancient Peaks,91 Points,2021
6545,Anthony Road 2016 Art Series Riesling (Finger Lakes),$28,10.0,750,White,Finger Lakes,Riesling,Anthony Road,91 Points,2016
6546,Brander 2019 Cabernet Franc (Los Olivos District),$38,15.0,750,Red,Central Coast,Cabernet Franc,Brander,91 Points,2019
6547,Château Clos Junet 2019  Saint-Émilion,$30,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Clos Junet,91 Points,2019
6548,Château d'Arcie 2019  Saint-Émilion,$40,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château d'Arcie,91 Points,2019
6549,Château Haut-Goujon 2019  Lalande de Pomerol,$30,15.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut-Goujon,91 Points,2019
6550,Château Haut-Goujon 2019  Montagne-Saint-Émilion,$20,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut-Goujon,91 Points,2019
6551,Château Laffitte Teston 2018 Reflet du Terroir  (Madiran),$20,13.0,750,Red,Southwest France,"Red Blends, Red Blends",Château Laffitte Teston,91 Points,2018
6552,Château les Grandes Murailles 2019  Saint-Émilion,$53,14.0,750,Red,Bordeaux,Merlot,Château les Grandes Murailles,91 Points,2019
6553,Château les Mailleries 2020 White (Bergerac Sec),$18,14.0,750,White,Southwest France,Bordeaux-style White Blend,Château les Mailleries,91 Points,2020
6554,Viader 2019 V Red (Napa Valley),$210,14.0,750,Red,Napa,"Petit Verdot-Cabernet Sauvignon, Red Blends",Viader,91 Points,2019
6555,Vina Robles 2021 Jardine Vineyard Sauvignon Blanc (Paso Robles),$22,14.0,750,White,Central Coast,Sauvignon Blanc,Vina Robles,91 Points,2021
6556,Weisinger 2021 Lakeside Vineyard Viognier (Rogue Valley),$30,13.0,750,White,Southern Oregon,Viognier,Weisinger,91 Points,2021
6557,Laterus 2019 Megalith Red (Red Mountain),$45,15.0,750,Red,Columbia Valley,Bordeaux-style Red Blend,Laterus,91 Points,2019
6558,Le Nardian 2019  Bordeaux Blanc,$50,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Le Nardian,91 Points,2019
6559,Lorenzo Negro 2020 Sant'Anna Riserva  (Roero),N/A,13.0,750,White,Piedmont,"Arneis, Italian White",Lorenzo Negro,91 Points,2020
6560,Lorimar 2018 Montepulciano (Temecula Valley),$64,15.0,750,Red,South Coast,"Montepulciano, Italian Red",Lorimar,91 Points,2018
6561,Lucy 2021 Pico Blanco White (Monterey County),$24,13.0,750,White,Central Coast,"Pinot Gris-Pinot Blanc, White Blend",Lucy,91 Points,2021
6562,Peachy Canyon 2020 The Odd One Red (Adelaida District),$45,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Peachy Canyon,91 Points,2020
6563,Ankora 2021 Sauvignon Blanc (Santa Clara Valley),$28,12.0,750,White,Central Coast,Sauvignon Blanc,Ankora,91 Points,2021
6564,Avennia 2020 La Perle White (Columbia Valley (WA)),$40,14.0,750,White,Columbia Valley,Rhône-style White Blend,Avennia,91 Points,2020
6565,Avennia 2020 Oliane Sauvignon Blanc (Yakima Valley),$28,13.0,750,White,Columbia Valley,Sauvignon Blanc,Avennia,91 Points,2020
6566,Balboa 2018 Artist Series Cabernet Sauvignon (Columbia Valley (WA)),$25,14.0,750,Red,Columbia Valley,Cabernet Sauvignon,Balboa,91 Points,2018
6567,Barone Cornacchia 2021 Casanova Superiore  (Cerasuolo d'Abruzzo),$17,14.0,750,Rose,Central Italy,"Montepulciano, Italian Red",Barone Cornacchia,91 Points,2021
6568,Bodega de Edgar 2021 Albariño (Paso Robles),$34,12.0,750,White,Central Coast,Albariño,Bodega de Edgar,91 Points,2021
6569,Brecon Estate 2019 Malbec (Adelaida District),$67,14.0,750,Red,Central Coast,Malbec,Brecon Estate,91 Points,2019
6570,Brecon Estate 2019 Reserve Cabernet Franc (Adelaida District),$84,14.0,750,Red,Central Coast,Cabernet Franc,Brecon Estate,91 Points,2019
6571,Cayuse 2019 Flying Pig Red (Walla Walla Valley (OR)),$102,13.0,750,Red,Oregon Other,Bordeaux-style Red Blend,Cayuse,91 Points,2019
6572,Château Benitey 2019  Saint-Émilion,$65,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Benitey,91 Points,2019
6573,Château de Lamarque 2017  Haut-Médoc,$32,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château de Lamarque,91 Points,2017
6574,Château Flotis 2019 SI Noire Négrette (Fronton),$20,14.0,750,Red,Southwest France,"Negrette, Other Red",Château Flotis,91 Points,2019
6575,Château Latour-Martillac 2021 Lacroix-Martillac  (Pessac-Léognan),N/A,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Château Latour-Martillac,91 Points,2021
6576,Château Petit Boyer 2020 Cuvée Paloma  (Blaye Côtes de Bordeaux),$40,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Petit Boyer,91 Points,2020
6577,Château Peyros 2019 Cuvée Marie Blanque Edition No. 3  (Madiran),$23,14.0,750,Red,Southwest France,Tannat,Château Peyros,91 Points,2019
6578,Contesa 2021  Cerasuolo d'Abruzzo,$15,13.0,750,Rose,Central Italy,"Montepulciano, Italian Red",Contesa,91 Points,2021
6579,Covenant 2021 Red C Rosé (California),$35,13.0,750,Rose,California Other,Rosé,Covenant,91 Points,2021
6580,Darcie Kent Vineyards 2018 Madden Big Petite Sirah (Livermore Valley),$50,14.0,750,Red,Central Coast,Petite Sirah,Darcie Kent Vineyards,91 Points,2018
6581,D'Arenberg 2018 D'Arry's Original Grenache-Shiraz (McLaren Vale),$22,14.0,750,Red,South Australia,"Grenache-Shiraz, Rhône-style Red Blend",D'Arenberg,91 Points,2018
6582,Domaine Dugois 2019 Cuvée Auréoline Savagnin (Arbois),$40,13.0,750,White,France Other,"Savagnin, Other White",Domaine Dugois,91 Points,2019
6583,Domaine Gayrard 2020 Loin de l'Oeil (Gaillac),$23,13.0,750,White,Southwest France,"Loin de l'Oeil, Other White",Domaine Gayrard,91 Points,2020
6584,Due Vigne 2018 Cinnnamon Hill Vineyard Dolcetto (El Dorado County),$35,12.0,750,Red,Sierra Foothills,"Dolcetto, Italian Red",Due Vigne,91 Points,2018
6585,Firestone 2019 Cabernet Franc (Santa Ynez Valley),$44,14.0,750,Red,Central Coast,Cabernet Franc,Firestone,91 Points,2019
6586,Flying Goat Cellars 2018 Rio Vista Vineyard Dijon Clone Pinot Noir (Sta. Rita Hills),$55,14.0,750,Red,Central Coast,Pinot Noir,Flying Goat Cellars,91 Points,2018
6587,Hanzell 2020 Sebella Pinot Noir (Sonoma Coast),$45,13.0,750,Red,Sonoma,Pinot Noir,Hanzell,91 Points,2020
6588,J. Portugal Ramos 2021 Marquès de Borba Vinhas Velhas White (Alentejo),$26,14.0,750,White,Portugal,Portuguese White,J. Portugal Ramos,91 Points,2021
6589,J. Wilkes 2020 Chardonnay (Santa Maria Valley),$25,15.0,750,White,Central Coast,Chardonnay,J. Wilkes,91 Points,2020
6590,Joyce 2019 Russell Joyce Chardonnay (Santa Lucia Highlands),$38,13.0,750,White,Central Coast,Chardonnay,Joyce,91 Points,2019
6591,Kara-Tara 2020 Chardonnay (Western Cape),$22,13.0,750,White,South Africa,Chardonnay,Kara-Tara,91 Points,2020
6592,Laterus 2019 Cabernet Sauvignon (Columbia Valley (WA)),$45,15.0,750,Red,Columbia Valley,Cabernet Sauvignon,Laterus,91 Points,2019
6593,Lincourt 2018 Rancho Santa Rosa Pinot Noir (Sta. Rita Hills),$40,13.0,750,Red,Central Coast,Pinot Noir,Lincourt,91 Points,2018
6594,Lorenzi Estate 2019 Dijon Clone 76 Chardonnay (Temecula Valley),$45,15.0,750,White,South Coast,Chardonnay,Lorenzi Estate,91 Points,2019
6595,Matthews 2021 Sauvignon Blanc (Columbia Valley (WA)),$24,13.0,750,White,Columbia Valley,Sauvignon Blanc,Matthews,91 Points,2021
6596,Mia Marie 2021 Muscat (San Diego County),$35,13.0,750,White,South Coast,Muscat,Mia Marie,91 Points,2021
6597,Mira 2016 Hyde Vineyard Pinot Noir (Napa Valley),$95,13.0,750,Red,Napa,Pinot Noir,Mira,91 Points,2016
6598,No Girls 2019 Double Lucky #8 Red (Walla Walla Valley (OR)),$44,13.0,750,Red,Oregon Other,"Red Blends, Red Blends",No Girls,91 Points,2019
6599,Ottella 2021 Le Crete  (Lugana),$25,13.0,750,White,Lombardy,"Turbiana, Italian White",Ottella,91 Points,2021
6600,Plaimont 2019 Château de la Roque  (Saint-Mont),$38,14.0,750,Red,Southwest France,"Red Blends, Red Blends",Plaimont,91 Points,2019
6601,Rabino 2021  Roero,$18,13.0,750,White,Piedmont,"Arneis, Italian White",Rabino,91 Points,2021
6602,Robert Hall 2020 Cavern Select Sparkling Grenache Blanc (Paso Robles),$40,11.0,750,Sparkling,Central Coast,"Grenache Blanc, Other White",Robert Hall,91 Points,2020
6603,Ross Knoll Vineyard 2021 Cuvée Finn Rosé of 667 Pinot Noir (Russian River Valley),$30,12.0,750,Rose,Sonoma,Pinot Noir,Ross Knoll Vineyard,91 Points,2021
6604,Sebastiani 2020 Butterfield Station Chardonnay (North Coast),$13,13.0,750,White,North Coast,Chardonnay,Sebastiani,91 Points,2020
6605,Tasca d'Almerita 2021 Regaleali Leone White (Terre Siciliane),$20,13.0,750,White,Sicily & Sardinia,White Blend,Tasca d'Almerita,91 Points,2021
6606,Tement 2019 Ehrenhausen Korallenkalk Sauvignon Blanc (Südsteiermark),$27,12.0,750,White,Austria,Sauvignon Blanc,Tement,91 Points,2019
6607,The Crusher 2019 Pinot Noir (California),$17,14.0,750,Red,California Other,Pinot Noir,The Crusher,91 Points,2019
6608,Tortoise Creek 2020 Pinot Noir (California),$14,14.0,750,Red,California Other,Pinot Noir,Tortoise Creek,91 Points,2020
6609,Turnbull 2019 Amoenus Vineyard Cabernet Sauvignon (Calistoga),$145,14.0,750,Red,Napa,Cabernet Sauvignon,Turnbull,91 Points,2019
6610,Van Loggerenberg 2020 Break a Leg Chardonnay (Polkadraai Hills),$23,12.0,750,White,South Africa,Chardonnay,Van Loggerenberg,91 Points,2020
6611,Wines & Winemakers 2020 Companhia das Lezirias Tyto Alba Touriga Nacionall Touriga Nacional (Tejo),$36,14.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Wines & Winemakers,91 Points,2020
6612,Wood Family Vineyards 2019 Woody's Cab Cabernet Sauvignon (Livermore Valley),$32,13.0,750,Red,Central Coast,Cabernet Sauvignon,Wood Family Vineyards,91 Points,2019
6613,Davies 2019 Cabernet Sauvignon (Napa Valley),$70,14.0,750,Red,Napa,Cabernet Sauvignon,Davies,90 Points,2019
6614,Dobbes Family Estate 2019 Eola-Amity Hills Cuvée Pinot Noir (Willamette Valley),$38,13.0,750,Red,Willamette Valley,Pinot Noir,Dobbes Family Estate,90 Points,2019
6615,Domaine les Roques de Cana 2018 Sanguis Christi  (Cahors),$35,14.0,750,Red,Southwest France,Malbec,Domaine les Roques de Cana,90 Points,2018
6616,Donati Family Vineyard 2018 Ezio Cabernet Sauvignon (Paso Robles),$32,14.0,750,Red,Central Coast,Cabernet Sauvignon,Donati Family Vineyard,90 Points,2018
6617,Due Vigne 2019 Shaker Ridge Vineyard Barbera (El Dorado County),$38,15.0,750,Red,Sierra Foothills,Barbera,Due Vigne,90 Points,2019
6618,Edgebaston 2019 David Finlayson Camino Africana Chenin Blanc (Stellenbosch),$30,13.0,750,White,South Africa,Chenin Blanc,Edgebaston,90 Points,2019
6619,Edna Valley Vineyard 2021 Sauvignon Blanc (California),$14,13.0,750,White,California Other,Sauvignon Blanc,Edna Valley Vineyard,90 Points,2021
6620,Encosta do Sobral 2018 Vinhas Velhas Red (Tejo),N/A,14.0,750,Red,Portugal,Portuguese Red,Encosta do Sobral,90 Points,2018
6621,Furthermore 2018 Gap's Crown Pinot Noir (Petaluma Gap),$60,14.0,750,Red,Sonoma,Pinot Noir,Furthermore,90 Points,2018
6622,Gen5 2021 Sauvignon Blanc (Lodi),$11,13.0,750,White,Central Valley,Sauvignon Blanc,Gen5,90 Points,5
6623,Hans Family Estate 2018 Viognier (Marlborough),$39,14.0,750,White,New Zealand,Viognier,Hans Family Estate,90 Points,2018
6624,Hector Wine Company 2019 Cabernet Franc (Seneca Lake),$23,13.0,750,Red,Finger Lakes,Cabernet Franc,Hector Wine Company,90 Points,2019
6625,Hoquetus 2021 Les Collines Vineyard Riesling (Walla Walla Valley (WA)),$32,12.0,750,White,Columbia Valley,Riesling,Hoquetus,90 Points,2021
6626,Il Feuduccio Di S. Maria D'Orni 2021 Feuduccio  (Cerasuolo d'Abruzzo),$20,13.0,750,Rose,Central Italy,"Montepulciano, Italian Red",Il Feuduccio Di S. Maria D'Orni,90 Points,2021
6627,Iron Horse 2019 Native Yeast Chardonnay (Green Valley),$57,14.0,750,White,Sonoma,Chardonnay,Iron Horse,90 Points,2019
6628,Iron Horse 2019 Rued Clone Chardonnay (Green Valley),$57,13.0,750,White,Sonoma,Chardonnay,Iron Horse,90 Points,2019
6629,J. Wilkes 2020 Pinot Noir (Santa Maria Valley),$30,13.0,750,Red,Central Coast,Pinot Noir,J. Wilkes,90 Points,2020
6630,Jalits 2019 Blaufränkisch (Eisenberg),$25,13.0,750,Red,Austria,"Blaufränkisch, Other Red",Jalits,90 Points,2019
6631,Jamshid 2018 Maddahi Family Estate Vineyard Red (Los Olivos District),$69,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Jamshid,90 Points,2018
6632,Julien Schaal 2021 Mountain Vineyards Sauvignon Blanc (Elgin),$25,13.0,750,White,South Africa,Sauvignon Blanc,Julien Schaal,90 Points,2021
6633,Koha 2021 Sauvignon Blanc (Marlborough),$15,13.0,750,White,New Zealand,Sauvignon Blanc,Koha,90 Points,2021
6634,Layer Cake 2019 Chardonnay (California),$13,13.0,750,White,California Other,Chardonnay,Layer Cake,90 Points,2019
6635,Lionel Osmin & Cie 2020 Coeur de Malbec  (Cahors),$17,13.0,750,Red,Southwest France,Malbec,Lionel Osmin & Cie,90 Points,2020
6636,MacRostie 2019 Sangiacomo Pinot Noir (Petaluma Gap),$58,14.0,750,Red,Sonoma,Pinot Noir,MacRostie,90 Points,2019
6637,Markus Altenburger 2019 Vom Kalk Blaufränkisch (Burgenland),$20,13.0,750,Red,Austria,"Blaufränkisch, Other Red",Markus Altenburger,90 Points,2019
6638,Midnight 2020 Full Moon Red (Paso Robles),$25,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Midnight,90 Points,2020
6639,Millbrook 2020 Proprietor's Special Reserve Thirty-Fifth Anniversary Cabernet Franc (Hudson River Region),$45,13.0,750,Red,New York Other,Cabernet Franc,Millbrook,90 Points,2020
6640,Mondillo 2021 Riesling (Central Otago),$42,12.0,750,White,New Zealand,Riesling,Mondillo,90 Points,2021
6641,Mr. Riggs 2019 Cabernet Sauvignon (Coonawarra),$25,14.0,750,Red,South Australia,Cabernet Sauvignon,Mr. Riggs,90 Points,2019
6642,Pack String 2020 Zinfandel (El Dorado),$23,14.0,750,Red,Sierra Foothills,Zinfandel,Pack String,90 Points,2020
6643,Paradise Springs 2021 Sauvignon Blanc (Happy Canyon of Santa Barbara),$32,12.0,750,White,Central Coast,Sauvignon Blanc,Paradise Springs,90 Points,2021
6644,Peachy Canyon 2020 Nancy's View Zinfandel (Adelaida District),$46,14.0,750,Red,Central Coast,Zinfandel,Peachy Canyon,90 Points,2020
6645,Plaimont 2019 Château de Crouseilles  (Madiran),$38,14.0,750,Red,Southwest France,"Tannat-Cabernet Sauvignon, Red Blends",Plaimont,90 Points,2019
6646,Quevedo 2007 Colheita  (Port),$57,20.0,750,Port/Sherry,Portugal,"Port, Port Blend",Quevedo,90 Points,2007
6647,Aslina by Ntsiki Biyela 2020 Chardonnay (Western Cape),$23,14.0,750,White,South Africa,Chardonnay,Aslina by Ntsiki Biyela,90 Points,2020
6648,Aveleda 2020 Villa Alvor Domus White (Algarve),$25,13.0,750,White,Portugal,Portuguese White,Aveleda,90 Points,2020
6649,Blair Estate 2018 Pinot Gris (Arroyo Seco),$30,14.0,750,White,Central Coast,Pinot Gris,Blair Estate,90 Points,2018
6650,Bogle 2019 Petite Sirah (California),$11,14.0,750,Red,California Other,Petite Sirah,Bogle,90 Points,2019
6651,Bollig-Lehnert 2020 Dhroner Hofberger Alte Reben-Old Vines Estate Bottled Spätlese Riesling (Mosel),N/A,11.0,750,White,Germany,Riesling,Bollig-Lehnert,90 Points,2020
6652,Bonny Doon 2021 Vin Gris de Cigare Pink Wine of the Earth Rosé (Central Coast),$15,13.0,750,Rose,Central Coast,Rosé,Bonny Doon,90 Points,2021
6653,Brendel 2019 Young Leon Frizzante Rosé of Grignolino (St. Helena),$38,12.0,750,Sparkling,Napa,"Grignolino, Italian Red",Brendel,90 Points,2019
6654,Burmester 2018 Touriga Nacional Touriga Nacional (Douro),$47,13.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Burmester,90 Points,2018
6655,Buttonwood Grove 2020 Skaneateles Riesling (Finger Lakes),$20,12.0,750,White,Finger Lakes,Riesling,Buttonwood Grove,90 Points,2020
6656,Calluna 2020 Estate Blanc Sauvignon Blanc-Sémillon (Chalk Hill),$28,12.0,750,White,Sonoma,"Sauvignon Blanc-Semillon, Bordeaux-style White Blend",Calluna,90 Points,2020
6657,Cazadero Winery 2019 Bei Ranch Chardonnay (Sonoma Coast),$39,14.0,750,White,Sonoma,Chardonnay,Cazadero Winery,90 Points,2019
6658,Chalone Vineyard 2021 Chenin Blanc (Chalone),$44,14.0,750,White,Central Coast,Chenin Blanc,Chalone Vineyard,90 Points,2021
6659,Château Clamens 2020 Négrette-Syrah Red (Comté Tolosan),$24,14.0,750,Red,Southwest France,"Négrette-Syrah, Red Blends",Château Clamens,90 Points,2020
6660,Château Clarke 2021 La Merle Blanc de Château Clarke  (Bordeaux Blanc),$58,12.0,750,White,Bordeaux,Bordeaux-style White Blend,Château Clarke,90 Points,2021
6661,Château d'Esclans 2021 Rock Angel Rosé (Côtes de Provence),$35,13.0,750,Rose,Provence,Rosé,Château d'Esclans,90 Points,2021
6662,Château du Basque 2019  Saint-Émilion,$40,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château du Basque,90 Points,2019
6663,Château Grand Jean 2019 Cuvée GJ  (Bordeaux Supérieur),$45,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Grand Jean,90 Points,2019
6664,Château Grangey 2018 Les 5 Parcelles  (Saint-Émilion),$75,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Grangey,90 Points,2018
6665,Château les Mailleries 2019 Red (Bergerac),$18,13.0,750,Red,Southwest France,Bordeaux-style Red Blend,Château les Mailleries,90 Points,2019
6666,Château Lynch-Bages 2019 Blanc de Lynch-Bages  (Bordeaux Blanc),$48,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Château Lynch-Bages,90 Points,2019
6667,Château Michel de Montaigne 2019 Red (Bergerac),$15,15.0,750,Red,Southwest France,Bordeaux-style Red Blend,Château Michel de Montaigne,90 Points,2019
6668,Clos du Val 2019 Yettalil Red (Stags Leap District),$175,14.0,750,Red,Napa,Bordeaux-style Red Blend,Clos du Val,90 Points,2019
6669,Ram's Gate 2020 El Diablo Chardonnay (Russian River Valley),$70,13.0,750,White,Sonoma,Chardonnay,Ram's Gate,90 Points,2020
6670,Rattalino 2015 Bussia Trentacinque35  (Barolo),$58,14.0,750,Red,Piedmont,Nebbiolo,Rattalino,90 Points,2015
6671,Really Good Boxed Wine 2019 Cabernet Sauvignon (Paso Robles),$65,14.0,3,Red,Central Coast,Cabernet Sauvignon,Really Good Boxed Wine,90 Points,2019
6672,Seebrich 2020 Roter Schiefer Trocken Riesling (Rheinhessen),$28,12.0,750,White,Germany,Riesling,Seebrich,90 Points,2020
6673,Siduri 2019 Lingenfelder Pinot Noir (Russian River Valley),$55,14.0,750,Red,Sonoma,Pinot Noir,Siduri,90 Points,2019
6674,Simple Life 2021 Rosé (California),$15,12.0,750,Rose,California Other,Rosé,Simple Life,90 Points,2021
6675,Six Eighty Cellars 2020 Clayver Riesling (Finger Lakes),$32,13.0,750,White,Finger Lakes,Riesling,Six Eighty Cellars,90 Points,2020
6676,Stone The Crows 2019 Three Twins Vineyard Cabernet Sauvignon (Napa Valley),$110,14.0,750,Red,Napa,Cabernet Sauvignon,Stone The Crows,90 Points,2019
6677,Testa Vineyards 2016 Carignane (Mendocino County),$30,14.0,750,Red,Mendocino County,"Carignane, Carignan",Testa Vineyards,90 Points,2016
6678,The Farm Winery 2018 Cardinal Old Bailey Vineyard Cabernet Sauvignon (Adelaida District),$100,13.0,750,Red,Central Coast,Cabernet Sauvignon,The Farm Winery,90 Points,2018
6679,The Farm Winery 2018 The Dish Grenache (Adelaida District),$65,14.0,750,Red,Central Coast,Grenache,The Farm Winery,90 Points,2018
6680,Tongue Dancer 2020 Pinot Noir (Sonoma Coast),$55,14.0,750,Red,Sonoma,Pinot Noir,Tongue Dancer,90 Points,2020
6681,Vigilance 2020 Cabernet Sauvignon (Red Hills),$25,13.0,750,Red,Lake County,Cabernet Sauvignon,Vigilance,90 Points,2020
6682,Wellsley Farms 2020 Cabernet Sauvignon (Paso Robles),$8,14.0,750,Red,Central Coast,Cabernet Sauvignon,Wellsley Farms,90 Points,2020
6683,Sobrero 2017 Ciabot Tanasio  (Barolo),$70,14.0,750,Red,Piedmont,Nebbiolo,Sobrero,90 Points,2017
6684,Summerland 2020 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),$65,13.0,750,Red,Central Coast,Pinot Noir,Summerland,90 Points,2020
6685,Syncline 2021 Boushey Vineyard Picpoul (Yakima Valley),$28,11.0,750,White,Columbia Valley,"Picpoul, Other White",Syncline,90 Points,2021
6686,Talamonti 2021 Rosé  (Cerasuolo d'Abruzzo),$17,13.0,750,Rose,Central Italy,"Montepulciano, Italian Red",Talamonti,90 Points,2021
6687,The Valley 2020 Chardonnay (Elgin),$20,12.0,750,White,South Africa,Chardonnay,The Valley,90 Points,2020
6688,Weingut Georg Albrecht Schneider 2020 Vom Kalk Nierstein Trocken Riesling (Rheinhessen),$18,12.0,750,White,Germany,Riesling,Weingut Georg Albrecht Schneider,90 Points,2020
6689,Anaba 2019 Dutton Ranch Chardonnay (Sonoma Coast),$40,13.0,750,White,Sonoma,Chardonnay,Anaba,90 Points,2019
6690,Anthony Road 2020 Dry Riesling (Finger Lakes),$20,11.0,750,White,Finger Lakes,Riesling,Anthony Road,90 Points,2020
6691,Quinta de Chocapalha 2019 CH by Chocapalha Arinto (Lisboa),$30,12.0,750,White,Portugal,"Arinto, Portuguese White",Quinta de Chocapalha,90 Points,2019
6692,Quinta Vale D. Maria 2019 Red (Douro),$66,14.0,750,Red,Portugal,Portuguese Red,Quinta Vale D. Maria,90 Points,2019
6693,Quivira 2020 Fig Tree Vineyard Sauvignon Blanc (Dry Creek Valley),$30,13.0,750,White,Sonoma,Sauvignon Blanc,Quivira,90 Points,2020
6694,Richard Böcking 2018 Burgberg Gold Cap Riesling (Mosel),$43,13.0,750,White,Germany,Riesling,Richard Böcking,90 Points,2018
6695,Ryder Estate 2021 Rosé of Pinot Noir (California),$15,13.0,750,Rose,California Other,Pinot Noir,Ryder Estate,90 Points,2021
6696,Schauer 2019 Ried Höchtemmel Weissburgunder (Südsteiermark),$45,13.0,750,White,Austria,"Weissburgunder, Pinot Blanc",Schauer,90 Points,2019
6697,Blanville 2021 Rosé (Languedoc),$18,,750,Rose,Languedoc-Roussillon,Rosé,Blanville,90 Points,2021
6698,Bollig-Lehnert 2020 Piesporter Estate Bottled Kabinett Riesling (Mosel),N/A,10.0,750,White,Germany,Riesling,Bollig-Lehnert,90 Points,2020
6699,Bosman Family Vineyards 2019 Twyfeling Cinsaut (Wellington),$28,14.0,750,Red,South Africa,"Cinsaut, Cinsault",Bosman Family Vineyards,90 Points,2019
6700,Brander 2020 Syrah (Santa Barbara County),$30,15.0,750,Red,Central Coast,Syrah,Brander,90 Points,2020
6701,Brecon Estate 2019 Feral Underclass Red (Adelaida District),$76,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Brecon Estate,90 Points,2019
6702,Brian Carter 2018 Byzance Red (Columbia Valley (WA)),$35,14.0,750,Red,Columbia Valley,"Red Blends, Red Blends",Brian Carter,90 Points,2018
6703,Cantina Tollo 2018 Colle Secco Riserva  (Montepulciano d'Abruzzo),$18,13.0,750,Red,Central Italy,"Montepulciano, Italian Red",Cantina Tollo,90 Points,2018
6704,Casa Santa Eulália 2021 Alvarinho Alvarinho (Minho),$17,13.0,750,White,Portugal,"Alvarinho, Albariño",Casa Santa Eulália,90 Points,2021
6705,Château Belle Assise Coureau 2019  Saint-Émilion,$25,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Belle Assise Coureau,90 Points,2019
6706,Château de Fontenille 2021  Entre-Deux-Mers,$16,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Château de Fontenille,90 Points,2021
6707,Château de Malherbes 2016 M de Malherbes Grand Vin  (Cadillac Côtes de Bordeaux),$55,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château de Malherbes,90 Points,2016
6708,Château Divine Bêtise 2019  Saint-Émilion,$50,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Divine Bêtise,90 Points,2019
6709,Château Haut la Pierrière 2020  Castillon Côtes de Bordeaux,$18,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut la Pierrière,90 Points,2020
6710,Château La Mothe du Barry 2021 Cuvée French Kiss  (Entre-Deux-Mers),$16,12.0,750,White,Bordeaux,Bordeaux-style White Blend,Château La Mothe du Barry,90 Points,2021
6711,Château Laborde 2018  Lalande de Pomerol,$30,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Laborde,90 Points,2018
6712,Château Langlet 2021 Sauvignon Blanc  (Graves),$35,13.0,750,White,Bordeaux,Sauvignon Blanc,Château Langlet,90 Points,2021
6713,Château L'Argilus du Roi 2019  Saint-Estèphe,N/A,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château L'Argilus du Roi,90 Points,2019
6714,Château Petit Boyer 2020 Cuvée Armand  (Blaye Côtes de Bordeaux),$32,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Petit Boyer,90 Points,2020
