,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
2010,Château Mayne Mazerolles 2020  Blaye Côtes de Bordeaux,$30,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Mayne Mazerolles,84 Points,2020
2011,Winemakers Selection 2020 Classic Series Cabernet Sauvignon (California),$5,13.0,750,Red,California Other,Cabernet Sauvignon,Winemakers Selection,84 Points,2020
2012,Bodegas Riojanas 2018 Puerta Vieja Reserva  (Rioja),$18,13.0,750,Red,Northern Spain,Tempranillo,Bodegas Riojanas,84 Points,2018
2013,Felline 2020 I Monili Primitivo (Tarantino),$14,13.0,750,Red,Southern Italy,"Primitivo, Zinfandel",Felline,84 Points,2020
2014,San Pedro 2021 Gato Negro Carmenere (Central Valley),$5,13.0,750,Red,Chile,"Carmenère, Carmenère",San Pedro,84 Points,2021
2015,Remy-Pannier 2020  Vouvray,$18,12.0,750,White,Loire Valley,Chenin Blanc,Remy-Pannier,84 Points,2020
2016,Viña Tarapacá 2021 Gran Reserva Carmenère (Maipo Valley),$19,14.0,750,Red,Chile,Carmenère,Viña Tarapacá,84 Points,2021
2017,Château Mayne Guyon 2020  Blaye Côtes de Bordeaux,$30,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Mayne Guyon,84 Points,2020
2018,Ironstone 2020 Cabernet Sauvignon (Lodi),$14,14.0,750,Red,Central Valley,Cabernet Sauvignon,Ironstone,84 Points,2020
2019,Remy-Pannier 2021  Rosé d'Anjou,$14,10.0,750,Rose,Loire Valley,Rosé,Remy-Pannier,84 Points,2021
2020,Santa Carolina 2020 Reserva Carmenère (Cachapoal Valley),N/A,13.0,750,Red,Chile,Carmenère,Santa Carolina,84 Points,2020
2021,Invivo 2020 Michelle's Pinot Noir (Central Otago),$30,14.0,750,Red,New Zealand,Pinot Noir,Invivo,84 Points,2020
2022,Shoreside 2020 Chardonnay (California),$11,14.0,750,White,California Other,Chardonnay,Shoreside,84 Points,2020
2023,Requiem 2020 Red Blend Red (Columbia Valley (WA)),$22,14.0,750,Red,Columbia Valley,"Red Blends, Red Blends",Requiem,83 Points,2020
2024,Viña Tarapacá 2021 Gran Reserva Merlot (Maipo Valley),$19,13.0,750,Red,Chile,Merlot,Viña Tarapacá,83 Points,2021
2025,Yealands 2020 Estate Single Vineyard Pinot Noir (Awatere Valley),$19,13.0,750,Red,New Zealand,Pinot Noir,Yealands,83 Points,2020
2026,Shoreside NV Red (California),$11,13.0,750,Red,California Other,"Red Blends, Red Blends",Shoreside,82 Points,
2027,Bucket List NV Moscato (California),$6,10.0,750,White,California Other,"Moscato, Muscat",Bucket List,81 Points,
2028,Columbia Crest 2020 Grand Estates Red (Columbia Valley (WA)),$12,14.0,750,Red,Columbia Valley,"Red Blends, Red Blends",Columbia Crest,81 Points,2020
2029,Dave Harvey 2021 Cabernet Franc (Columbia Valley (WA)),$26,13.0,750,Red,Columbia Valley,Cabernet Franc,Dave Harvey,80 Points,2021
2030,Seppeltsfield 1921 Para Shiraz-Grenache (Barossa Valley),$1000,,750,Fortified,South Australia,"Shiraz-Grenache, Rhône-style Red Blend",Seppeltsfield,100 Points,1921
2031,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),$350,17.0,375,Fortified,Victoria,Muscat,Chambers Rosewood Vineyards,99 Points,
2032,Brewer-Clifton 2020 Hapgood Pinot Noir (Sta. Rita Hills),$75,14.0,750,Red,Central Coast,Pinot Noir,Brewer-Clifton,98 Points,2020
2033,Macauley 2019 Kalyteros Cabernet Sauvignon (Oakville),$175,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,98 Points,2019
2034,Macauley 2019 Oakville Ranch Cabernet Sauvignon (Oakville),$175,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,98 Points,2019
2035,Macauley 2019 Beckstoffer To Kalon Cabernet Sauvignon (Napa Valley),$250,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,98 Points,2019
2036,Kosta Browne 2019 Cerise Vineyard Pinot Noir (Anderson Valley),$200,14.0,750,Red,Mendocino County,Pinot Noir,Kosta Browne,97 Points,2019
2037,Macauley 2019 Reserve Cabernet Sauvignon (Napa Valley),$175,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,97 Points,2019
2038,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),$100,18.0,375,Fortified,Victoria,Muscat,Chambers Rosewood Vineyards,97 Points,
2039,Torbreck 2016 The Laird Red (Barossa Valley),$700,15.0,750,Red,South Australia,"Red Blends, Red Blends",Torbreck,97 Points,2016
2040,Vasse Felix 2018 Tom Cullity Cabernet Sauvignon-Malbec (Margaret River),$165,14.0,750,Red,Western Australia,"Cabernet Sauvignon-Malbec, Bordeaux-style Red Blend",Vasse Felix,97 Points,2018
2041,Brewer-Clifton 2020 Machado Pinot Noir (Sta. Rita Hills),$85,14.0,750,Red,Central Coast,Pinot Noir,Brewer-Clifton,97 Points,2020
2042,Chambers Rosewood Vineyards NV Grand Muscadelle (Rutherglen),$140,17.0,375,Port/Sherry,Victoria,"Muscadelle, Muscat",Chambers Rosewood Vineyards,97 Points,
2043,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),$350,17.0,375,Fortified,Victoria,"Muscadelle, Muscat",Chambers Rosewood Vineyards,97 Points,
2044,Schramsberg 2013 J. Schram Blancs Sparkling (North Coast),$130,12.0,750,Sparkling,North Coast,"Sparkling Blend, Sparkling",Schramsberg,97 Points,2013
2045,Solomon Hills Estate 2020 Pinot Noir (Santa Maria Valley),$75,13.0,750,Red,Central Coast,Pinot Noir,Solomon Hills Estate,96 Points,2020
2046,Cullen 2019 Wilyabrup Cabernet Sauvignon-Merlot (Margaret River),$40,13.0,750,Red,Western Australia,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend",Cullen,96 Points,2019
2047,Krug NV Grande Cuvée 170ème Edition Brut  (Champagne),$210,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Krug,96 Points,170
2048,Troon 2020 Estate Vineyard Syrah (Applegate Valley),$35,13.0,750,Red,Southern Oregon,Syrah,Troon,96 Points,2020
2049,Bride Valley Vineyard 2017 Brut Reserve Sparkling (England),$75,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Bride Valley Vineyard,96 Points,2017
2050,Adelsheim 2019 Ribbon Springs Vineyard Chardonnay (Ribbon Ridge),$55,12.0,750,White,Willamette Valley,Chardonnay,Adelsheim,96 Points,2019
2051,Bien Nacido Estate 2020 The XO Syrah (Santa Maria Valley),$125,13.0,750,Red,Central Coast,Syrah,Bien Nacido Estate,96 Points,2020
2052,Billecart-Salmon 2009 Elisabeth Salmon Brut Rosé  (Champagne),$225,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Billecart-Salmon,96 Points,2009
2053,Gusbourne Estate 2016 Blanc De Blancs Traditional Method Chardonnay (England),$85,12.0,750,Sparkling,England,Chardonnay,Gusbourne Estate,96 Points,2016
2054,Peake Ranch 2020 Peake Ranch Vineyard Chardonnay (Sta. Rita Hills),$55,14.0,750,White,Central Coast,Chardonnay,Peake Ranch,96 Points,2020
2055,Peake Ranch 2020 Peake Ranch Vineyard Chardonnay (Sta. Rita Hills),$55,14.0,750,White,Central Coast,Chardonnay,Peake Ranch,96 Points,2020
2056,Ermisch 2020 Ribbon Ridge Single Vineyard Pinot Noir (Ribbon Ridge),$45,13.0,750,Red,Willamette Valley,Pinot Noir,Ermisch,96 Points,2020
2057,Iterum 2019 Clone 114 Orchard House Vineyard Estate Pinot Noir (Eola-Amity Hills),$75,13.0,750,Red,Willamette Valley,Pinot Noir,Iterum,96 Points,2019
2058,Ancien 2019 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),$60,14.0,750,Red,Central Coast,Pinot Noir,Ancien,96 Points,2019
2059,Torbreck 2019 RunRig Syrah (Barossa Valley),$225,15.0,750,Red,South Australia,Syrah,Torbreck,96 Points,2019
2060,Davies 2020 Ferrington Vineyards Pinot Noir (Anderson Valley),$75,14.0,750,Red,Mendocino County,Pinot Noir,Davies,96 Points,2020
2061,Lanson 2009 Clos Lanson Blanc de Blancs Extra Brut Chardonnay (Champagne),$350,12.0,750,Sparkling,Champagne,Chardonnay,Lanson,96 Points,2009
2062,The Messenger 2018 181 Cabernet Sauvignon (Oakville),$90,14.0,750,Red,Napa,Cabernet Sauvignon,The Messenger,96 Points,2018
2063,Hattingley Valley Wines 2014 Blanc de Blancs Chardonnay (England),$50,12.0,750,Sparkling,England,Chardonnay,Hattingley Valley Wines,95 Points,2014
2064,Howard Park 2018 Abercrombie Cabernet Sauvignon (Western Australia),$93,14.0,750,Red,Western Australia,Cabernet Sauvignon,Howard Park,95 Points,2018
2065,Howell Mountain Vineyards 2018 Cabernet Franc (Howell Mountain),$120,14.0,750,Red,Napa,Cabernet Franc,Howell Mountain Vineyards,95 Points,2018
2066,Nittnaus Anita und Hans 2019 Lange Ohn Blaufränkisch (Leithaberg),N/A,13.0,750,Red,Austria,"Blaufränkisch, Other Red",Nittnaus Anita und Hans,95 Points,2019
2067,Quinta da Foz 2019 Grande Reserva Red (Douro),$80,15.0,750,Red,Portugal,Portuguese Red,Quinta da Foz,95 Points,2019
2068,Chateau Margene 2019 Cask 7 Red (Creston District),$210,15.0,750,Red,Central Coast,Bordeaux-style Red Blend,Chateau Margene,95 Points,2019
2069,Schramsberg 2013 J. Schram Noirs Sparkling (North Coast),$130,12.0,750,Sparkling,North Coast,"Sparkling Blend, Sparkling",Schramsberg,95 Points,2013
2070,Corollary 2018 Cuvée One Rosé Brut Sparkling (Willamette Valley),$50,11.0,750,Sparkling,Willamette Valley,"Sparkling Blend, Sparkling",Corollary,95 Points,2018
2071,Gusbourne Estate 2018 Blanc De Noirs Traditional Method Pinot Noir (England),$100,12.0,750,Sparkling,England,Pinot Noir,Gusbourne Estate,95 Points,2018
2072,Thirty-Seven 2018 Reserve Petit Verdot (Petaluma Gap),$60,14.0,750,Red,Sonoma,Petit Verdot,Thirty-Seven,95 Points,2018
2073,Torbreck 2019 The Pict Mataro (Barossa Valley),$100,15.0,750,Red,South Australia,"Mataro, Mourvèdre",Torbreck,95 Points,2019
2074,Wine & Soul 2019 Pintas Red (Douro),$120,14.0,750,Red,Portugal,Portuguese Red,Wine & Soul,95 Points,2019
2075,Allegrini 2015 Fieramonte Amarone Riserva  (Amarone della Valpolicella Classico),$400,16.0,750,Red,Veneto,"Red Blends, Red Blends",Allegrini,95 Points,2015
2076,Cheval des Andes 2018 Red (Mendoza),$100,14.0,750,Red,Mendoza Province,Bordeaux-style Red Blend,Cheval des Andes,95 Points,2018
2077,Davies 2020 Pinot Noir (Anderson Valley),$50,14.0,750,Red,Mendocino County,Pinot Noir,Davies,95 Points,2020
2078,Epiphany 2019 Rodney's Vineyard Grenache (Santa Barbara County),$40,14.0,750,Red,Central Coast,Grenache,Epiphany,95 Points,2019
2079,Lanson 2004 Noble Cuvée Brut  (Champagne),$220,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Lanson,95 Points,2004
2080,Peake Ranch 2020 Peake Ranch Vineyard Grenache (Sta. Rita Hills),$75,14.0,750,Red,Central Coast,Grenache,Peake Ranch,95 Points,2020
2081,Rangeland 2019 Limestone Reserve Cabernet Sauvignon (Adelaida District),$55,15.0,750,Red,Central Coast,Cabernet Sauvignon,Rangeland,95 Points,2019
2082,Vasse Felix 2019 Cabernet Sauvignon (Margaret River),$45,14.0,750,Red,Western Australia,Cabernet Sauvignon,Vasse Felix,95 Points,2019
2083,Alma de Cattleya 2021 Pinot Noir (Sonoma County),$35,14.0,750,Red,Sonoma,Pinot Noir,Alma de Cattleya,95 Points,2021
2084,Au Bon Climat 2019 Nuits-Blanches au Bouge Chardonnay (Santa Maria Valley),$40,13.0,750,White,Central Coast,Chardonnay,Au Bon Climat,95 Points,2019
2085,Audeant 2019 Seven Springs Vineyard Chardonnay (Eola-Amity Hills),$75,13.0,750,White,Willamette Valley,Chardonnay,Audeant,95 Points,2019
2086,Billecart-Salmon 2008 Louis Salmon Blanc de Blancs Brut Chardonnay (Champagne),$210,12.0,750,Sparkling,Champagne,Chardonnay,Billecart-Salmon,95 Points,2008
2087,Chateau Margene 2019 Cask 4 Red (Creston District),$210,15.0,750,Red,Central Coast,Bordeaux-style Red Blend,Chateau Margene,95 Points,2019
2088,Ferreira NV Dona Antonia Old Tawny 30 Years  (Port),$180,20.0,750,Port/Sherry,Portugal,"Port, Port Blend",Ferreira,95 Points,30
2089,Fess Parker 2020 Sanford & Benedict Pinot Noir (Sta. Rita Hills),$60,14.0,750,Red,Central Coast,Pinot Noir,Fess Parker,95 Points,2020
2090,Illumination 2021 White (Napa County-Sonoma County),$55,14.0,750,White,Napa-Sonoma,White Blend,Illumination,95 Points,2021
2091,McKahn Family Cellars 2019 Casa De Vinas Vineyard Petite Sirah (Livermore Valley),$50,14.0,750,Red,Central Coast,Petite Sirah,McKahn Family Cellars,95 Points,2019
2092,Peake Ranch 2020 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),$75,14.0,750,Red,Central Coast,Pinot Noir,Peake Ranch,95 Points,2020
2093,Penfolds 2019 Bin 704 Cabernet Sauvignon (Napa Valley),$70,14.0,750,Red,Napa,Cabernet Sauvignon,Penfolds,95 Points,2019
2094,Gusbourne Estate 2018 Brut Rosé Traditional Method  (England),$80,12.0,750,Sparkling,England,"Champagne Blend, Sparkling",Gusbourne Estate,95 Points,2018
2095,Bodega Y Cavas De Weinert 2006 Tonel Unico No 248 Malbec (Luján de Cuyo),N/A,14.0,750,Red,Mendoza Province,Malbec,Bodega Y Cavas De Weinert,95 Points,2006
2096,Chambers Rosewood Vineyards NV Muscat Blanc à Petits Grains (Rutherglen),$16,18.0,375,Dessert,Victoria,"Muscat Blanc à Petits Grains, Muscat",Chambers Rosewood Vineyards,95 Points,
2097,Charlotte Dalton 2021 Grace Chardonnay (Adelaide Hills),$35,12.0,750,White,South Australia,Chardonnay,Charlotte Dalton,95 Points,2021
2098,Gusbourne Estate 2018 Brut Rosé Traditional Method  (England),$80,12.0,750,Sparkling,England,"Champagne Blend, Sparkling",Gusbourne Estate,95 Points,2018
2099,Reichsgraf von Kesselstatt 2018 Saar Scharzhofberger Auslese #10 Gold Kap Riesling (Mosel),$70,7.0,750,White,Germany,Riesling,Reichsgraf von Kesselstatt,95 Points,2018
2100,Riverbench 2020 Pommard Pinot Noir (Santa Maria Valley),$48,14.0,750,Red,Central Coast,Pinot Noir,Riverbench,95 Points,2020
2101,William Hill Estate 2019 Benchmark Red (Napa Valley),$105,15.0,750,Red,Napa,Bordeaux-style Red Blend,William Hill Estate,95 Points,2019
2102,Lange 2021 Three Hills Cuvée Chardonnay (Willamette Valley),$40,13.0,750,White,Willamette Valley,Chardonnay,Lange,95 Points,2021
2103,Luis Duarte 2019 Rubrica Autograph Red (Alentejano),$65,14.0,750,Red,Portugal,Portuguese Red,Luis Duarte,95 Points,2019
2104,Macauley 2019 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),$175,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,95 Points,2019
2105,Quevedo NV 40 Years Old Tawny  (Port),$180,21.0,750,Port/Sherry,Portugal,"Port, Port Blend",Quevedo,95 Points,40
2106,Billecart-Salmon NV Brut Sous Bois Brut  (Champagne),$90,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Billecart-Salmon,95 Points,
2107,Clendenen Family 2018 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),$50,13.0,750,White,Central Coast,Chardonnay,Clendenen Family,95 Points,2018
2108,Epiphany 2019 Bien Nacido Vineyard Syrah (Santa Maria Valley),$49,14.0,750,Red,Central Coast,Syrah,Epiphany,95 Points,2019
2109,Fess Parker 2020 Ashley's Pinot Noir (Sta. Rita Hills),$60,14.0,750,Red,Central Coast,Pinot Noir,Fess Parker,95 Points,2020
2110,Hendry 2018 Hendry Vineyard Cabernet Sauvignon (Napa Valley),$68,14.0,750,Red,Napa,Cabernet Sauvignon,Hendry,95 Points,2018
2111,Lanson 2004 Noble Cuvée Blanc de Blancs Brut Chardonnay (Champagne),$250,12.0,750,Sparkling,Champagne,Chardonnay,Lanson,95 Points,2004
2112,Refugio Ranch 2020 Grenache (Santa Ynez Valley),$40,14.0,750,Red,Central Coast,Grenache,Refugio Ranch,95 Points,2020
2113,Solomon Hills Estate 2020 Belle of the Ball Reserve Chardonnay (Santa Maria Valley),$100,14.0,750,White,Central Coast,Chardonnay,Solomon Hills Estate,95 Points,2020
2114,Solomon Hills Estate 2020 Chardonnay (Santa Maria Valley),$45,13.0,750,White,Central Coast,Chardonnay,Solomon Hills Estate,95 Points,2020
2115,Erath 2019 Willakia Vineyard Chardonnay (Eola-Amity Hills),$40,13.0,750,White,Willamette Valley,Chardonnay,Erath,94 Points,2019
2116,Fess Parker 2019 Rodney's Vineyard Syrah (Santa Barbara County),$54,14.0,750,Red,Central Coast,Syrah,Fess Parker,94 Points,2019
2117,Fess Parker 2020 Pommard Clone Pinot Noir (Sta. Rita Hills),$60,14.0,750,Red,Central Coast,Pinot Noir,Fess Parker,94 Points,2020
2118,Macauley 2019 Cabernet Sauvignon (Napa Valley),$80,15.0,750,Red,Napa,Cabernet Sauvignon,Macauley,94 Points,2019
2119,Muscardini 2019 Vadasz Vineyards Syrah (Sonoma Valley),$48,14.0,750,Red,Sonoma,Syrah,Muscardini,94 Points,2019
2120,Peake Ranch 2020 Peake Ranch Vineyard Pinot Noir (Sta. Rita Hills),$75,13.0,750,Red,Central Coast,Pinot Noir,Peake Ranch,94 Points,2020
2121,Quinta da Taboadella 2019 Grande Villae Red (Dão),$128,14.0,750,Red,Portugal,Portuguese Red,Quinta da Taboadella,94 Points,2019
2122,Benovia 2020 Chardonnay (Russian River Valley),$45,14.0,750,White,Sonoma,Chardonnay,Benovia,94 Points,2020
2123,Stoller 2020 Elsie's Chardonnay (Dundee Hills),$65,12.0,750,White,Willamette Valley,Chardonnay,Stoller,94 Points,2020
2124,Red Lily 2021 Stargazer Lily Verdejo (Applegate Valley),$27,13.0,750,White,Southern Oregon,"Verdejo, Spanish White",Red Lily,94 Points,2021
2125,Soda Rock Winery 2019 Five Star General Reserve Cabernet Sauvignon (Alexander Valley),$65,14.0,750,Red,Sonoma,Cabernet Sauvignon,Soda Rock Winery,94 Points,2019
2126,William Hill Estate 2019 Winemaker's Series  The Notch Red (Napa Valley),$75,15.0,750,Red,Napa,Bordeaux-style Red Blend,William Hill Estate,94 Points,2019
2127,Armida 2019 Gap's Crown Chardonnay (Sonoma Coast),$55,13.0,750,White,Sonoma,Chardonnay,Armida,94 Points,2019
2128,Bien Nacido Estate 2020 Grenache (Santa Maria Valley),$60,14.0,750,Red,Central Coast,Grenache,Bien Nacido Estate,94 Points,2020
2129,Clementine Carter 2020 Robert Rae Grenache (Sta. Rita Hills),$45,14.0,750,Red,Central Coast,Grenache,Clementine Carter,94 Points,2020
2130,Digby Fine English NV Brut Sparkling (England),$50,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Digby Fine English,94 Points,
2131,Donnachadh 2021 Pinot Noir (Sta. Rita Hills),$40,13.0,750,Red,Central Coast,Pinot Noir,Donnachadh,94 Points,2021
2132,Earthshine 2019 Moone One Thousand Vines Cabernet Sauvignon (Napa Valley),$140,14.0,750,Red,Napa,Cabernet Sauvignon,Earthshine,94 Points,2019
2133,Howell Mountain Vineyards 2018 Petit Verdot (Howell Mountain),$85,14.0,750,Red,Napa,Petit Verdot,Howell Mountain Vineyards,94 Points,2018
2134,Leeuwin Estate 2018 Art Series Cabernet Sauvignon (Margaret River),$65,13.0,750,Red,Western Australia,Cabernet Sauvignon,Leeuwin Estate,94 Points,2018
2135,Seppeltsfield NV Para Grand Tawny Red (Australia),$39,20.0,750,Port/Sherry,Australia Other,"Red Blends, Red Blends",Seppeltsfield,94 Points,
2136,Clementine Carter 2020 Robert Rae Grenache (Sta. Rita Hills),$45,14.0,750,Red,Central Coast,Grenache,Clementine Carter,94 Points,2020
2137,Digby Fine English NV Brut Sparkling (England),$50,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Digby Fine English,94 Points,
2138,Donnachadh 2021 Pinot Noir (Sta. Rita Hills),$40,13.0,750,Red,Central Coast,Pinot Noir,Donnachadh,94 Points,2021
2139,Earthshine 2019 Moone One Thousand Vines Cabernet Sauvignon (Napa Valley),$140,14.0,750,Red,Napa,Cabernet Sauvignon,Earthshine,94 Points,2019
2140,Howell Mountain Vineyards 2018 Petit Verdot (Howell Mountain),$85,14.0,750,Red,Napa,Petit Verdot,Howell Mountain Vineyards,94 Points,2018
2141,Leeuwin Estate 2018 Art Series Cabernet Sauvignon (Margaret River),$65,13.0,750,Red,Western Australia,Cabernet Sauvignon,Leeuwin Estate,94 Points,2018
2142,Mahoney 2019 Estate Grown Pinot Noir (Carneros),$30,14.0,750,Red,Napa-Sonoma,Pinot Noir,Mahoney,94 Points,2019
2143,Peake Ranch 2020 Bellis Noir Red (Sta. Rita Hills),$45,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Peake Ranch,94 Points,2020
2144,St. Innocent 2019 Freedom Hill Vineyard Chardonnay (Willamette Valley),$36,13.0,750,White,Willamette Valley,Chardonnay,St. Innocent,94 Points,2019
2145,Quinta de la Rosa 2019 Vinha Vale do Inferno Red (Douro),$99,14.0,750,Red,Portugal,Portuguese Red,Quinta de la Rosa,94 Points,2019
2146,Regan Vineyards Winery 2020 Pinot Noir (Santa Cruz Mountains),$60,13.0,750,Red,Central Coast,Pinot Noir,Regan Vineyards Winery,94 Points,2020
2147,The Feminist Party 2020 G-S-M (Santa Barbara County),$40,14.0,750,Red,Central Coast,"G-S-M, Rhône-style Red Blend",The Feminist Party,94 Points,2020
2148,Anselmo Mendes 2019 Curtimenta Alvarinho (Vinho Verde),$38,13.0,750,White,Portugal,"Alvarinho, Albariño",Anselmo Mendes,94 Points,2019
2149,Au Bon Climat 2020 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),$40,13.0,750,Red,Central Coast,Pinot Noir,Au Bon Climat,94 Points,2020
2150,Bien Nacido Estate 2020 Pinot Noir (Santa Maria Valley),$75,13.0,750,Red,Central Coast,Pinot Noir,Bien Nacido Estate,94 Points,2020
2151,Billecart-Salmon NV Brut Blanc de Blancs Grand Cru Chardonnay (Champagne),$90,12.0,750,Sparkling,Champagne,Chardonnay,Billecart-Salmon,94 Points,
2152,Casa da Passarella 2015 Villa Oliveira Vinhas das Pedras Altas Red (Dão),$95,13.0,750,Red,Portugal,Portuguese Red,Casa da Passarella,94 Points,2015
2153,Charlotte Dalton 2019 Ærkeengel Semillon (Adelaide Hills),$35,12.0,750,White,South Australia,"Sémillon, Sémillon",Charlotte Dalton,94 Points,2019
2154,Clementine Carter 2020 West End Grenache (Santa Barbara County),$48,14.0,750,Red,Central Coast,Grenache,Clementine Carter,94 Points,2020
2155,Clendenen Family 2018 Le Bon Climat Chardonnay (Santa Maria Valley),$50,13.0,750,White,Central Coast,Chardonnay,Clendenen Family,94 Points,2018
2156,Dusty Nabor 2020 Radian Vineyard Pinot Noir (Sta. Rita Hills),$60,14.0,750,Red,Central Coast,Pinot Noir,Dusty Nabor,94 Points,2020
