,Unnamed: 0,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
<<<<<<< HEAD
3982,3982,Chateau Margene 2019 Beau Mélange Red (Creston District),$170 ,14.0,750,Red,Central Coast,Bordeaux-style Red Blend,Chateau Margene,95 Points,2019.0
3983,3983,Domaine de Bellene 2019 Les Grèves Premier Cru  (Beaune),$159 ,13.0,750,Red,Burgundy,Pinot Noir,Domaine de Bellene,95 Points,2019.0
3984,3984,Jaffurs 2019 Larner Vineyard Syrah (Ballard Canyon),$55 ,14.0,750,Red,Central Coast,Syrah,Jaffurs,95 Points,2019.0
3985,3985,Aperture 2018 SJ Ranch Cabernet Sauvignon (Alexander Valley),$150 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Aperture,95 Points,2018.0
3986,3986,Bella 2018 Rocky Ridge Vineyard Zinfandel (Rockpile),$58 ,15.0,750,Red,Sonoma,Zinfandel,Bella,95 Points,2018.0
3987,3987,Château de Saint Cosme 2019  Gigondas,$65 ,15.0,750,Red,Rhône Valley,Rhône-style Red Blend,Château de Saint Cosme,95 Points,2019.0
3988,3988,Daou 2019 Eye of the Falcon Reserve Red (Paso Robles),$75 ,14.0,750,Red,Central Coast,Bordeaux-style Red Blend,Daou,95 Points,2019.0
3989,3989,Force Majeure 2019 Estate Grown Les Volés Mourvèdre (Red Mountain),$85 ,15.0,750,Red,Columbia Valley,Mourvèdre,Force Majeure,95 Points,2019.0
3991,3991,Love & Terroir 2019 John Sebastiano Vineyard Syrah (Sta. Rita Hills),$55 ,14.0,750,Red,Central Coast,Syrah,Love & Terroir,95 Points,2019.0
3992,3992,Madson 2020 Toyon Vineyard Pinot Noir (Santa Cruz Mountains),$60 ,12.0,750,Red,Central Coast,Pinot Noir,Madson,95 Points,2020.0
3993,3993,Madson 2021 Gamay Noir (Sta. Rita Hills),$36 ,12.0,750,Red,Central Coast,"Gamay Noir, Gamay",Madson,95 Points,2021.0
3994,3994,Madson 2021 Gamay Noir (Sta. Rita Hills),$36 ,12.0,750,Red,Central Coast,"Gamay Noir, Gamay",Madson,95 Points,2021.0
3995,3995,McPrice Myers 2020 Brave Fortune Syrah (Santa Barbara County),$55 ,15.0,750,Red,Central Coast,Syrah,McPrice Myers,95 Points,2020.0
3996,3996,Domaine Zind-Humbrecht 2019 Clos Saint Urbain Rangen De Thann Grand Cru Riesling (Alsace),$115 ,13.0,750,White,Alsace,Riesling,Domaine Zind-Humbrecht,95 Points,2019.0
3997,3997,Dominio Basconcillos 2016 Viña Magna Reserva  (Ribera del Duero),$90 ,15.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Dominio Basconcillos,95 Points,2016.0
3998,3998,DuMOL 2020 Highland Divide Pinot Noir (Russian River Valley),$75 ,13.0,750,Red,Sonoma,Pinot Noir,DuMOL,95 Points,2020.0
3999,3999,Dutton-Goldfield 2021 Dutton Ranch Shop Block Pinot Blanc (Green Valley),$33 ,13.0,750,White,Sonoma,Pinot Blanc,Dutton-Goldfield,95 Points,2021.0
4000,4000,Force Majeure 2019 SJR Vineyard Syrah,$85 ,15.0,750,Red,Oregon Other,Syrah,Force Majeure,95 Points,2019.0
4001,4001,Casa Primicia 2014 Gran Reserva  (Rioja),$64 ,14.0,750,Red,Northern Spain,Tempranillo,Casa Primicia,95 Points,2014.0
4002,4002,Rochioli 2020 Estate Grown Chardonnay (Russian River Valley),$58 ,14.0,750,White,Sonoma,Chardonnay,Rochioli,95 Points,2020.0
4003,4003,Wayfarer 2019 Wayfarer Vineyard Pinot Noir (Fort Ross-Seaview),$90 ,14.0,750,Red,Sonoma,Pinot Noir,Wayfarer,95 Points,2019.0
4004,4004,Baxter 2019 Valenti Vineyard Pinot Noir (Mendocino Ridge),$56 ,13.0,750,Red,Mendocino County,Pinot Noir,Baxter,95 Points,2019.0
4005,4005,Château Gigognan 2019 Clos du Roi Red (Châteauneuf-du-Pape),$60 ,14.0,750,Red,Rhône Valley,Rhône-style Red Blend,Château Gigognan,95 Points,2019.0
4006,4006,Domaine Chante Cigale 2019 Extrait White (Châteauneuf-du-Pape),$75 ,14.0,750,White,Rhône Valley,Rhône-style White Blend,Domaine Chante Cigale,95 Points,2019.0
4007,4007,Kosta Browne 2020 Pinot Noir (Sta. Rita Hills),$115 ,14.0,750,Red,Central Coast,Pinot Noir,Kosta Browne,95 Points,2020.0
4008,4008,Masút 2020 Estate Vineyard Pinot Noir (Eagle Peak),$45 ,14.0,750,Red,Mendocino County,Pinot Noir,Masút,95 Points,2020.0
4011,4011,WeatherEye 2019 Estate Mourvèdre (Red Mountain),$85 ,14.0,750,Red,Columbia Valley,Mourvèdre,WeatherEye,95 Points,2019.0
4012,4012,Domaine Berthoumieu 2018 Charles de Batz  (Madiran),$20 ,14.0,750,Red,Southwest France,"Tannat-Cabernet, Red Blends",Domaine Berthoumieu,94 Points,2018.0
4013,4013,Domaine Eden 2018 Cabernet Sauvignon (Santa Cruz Mountains),$45 ,14.0,750,Red,Central Coast,Cabernet Sauvignon,Domaine Eden,94 Points,2018.0
4014,4014,FEL 2020 Savoy Vineyard Chardonnay (Anderson Valley),$52 ,13.0,750,White,Mendocino County,Chardonnay,FEL,94 Points,2020.0
4016,4016,Joseph Cattin 2018 Steinbach Pinot Noir (Alsace),$45 ,13.0,750,Red,Alsace,Pinot Noir,Joseph Cattin,94 Points,2018.0
4017,4017,Lumen 2021 Goodchild Vineyard Chardonnay (Santa Maria Valley),$48 ,12.0,750,White,Central Coast,Chardonnay,Lumen,94 Points,2021.0
4018,4018,Massican 2021 Hyde Vineyard Chardonnay (Napa Valley),$55 ,13.0,750,White,Napa,Chardonnay,Massican,94 Points,2021.0
4019,4019,Morgan 2020 Double L Vineyard Chardonnay (Santa Lucia Highlands),$46 ,13.0,750,White,Central Coast,Chardonnay,Morgan,94 Points,2020.0
4020,4020,ONX 2019 Fiery Nights Syrah (Templeton Gap District),$80 ,15.0,750,Red,Central Coast,Syrah,ONX,94 Points,2019.0
4021,4021,Bella 2018 Lily Hill Estate Zinfandel (Dry Creek Valley),$60 ,15.0,750,Red,Sonoma,Zinfandel,Bella,94 Points,2018.0
4022,4022,Blair Fox 2019 Zotovich Vineyard Syrah (Sta. Rita Hills),$55 ,14.0,750,Red,Central Coast,Syrah,Blair Fox,94 Points,2019.0
4023,4023,Bodega de Edgar 2019 E-Squared Kimsey Vineyard Syrah-Grenache (Ballard Canyon),$75 ,14.0,750,Red,Central Coast,"Syrah-Grenache, Rhône-style Red Blend",Bodega de Edgar,94 Points,2019.0
4024,4024,Brewer-Clifton 2020 3D Pinot Noir (Sta. Rita Hills),$75 ,14.0,750,Red,Central Coast,Pinot Noir,Brewer-Clifton,94 Points,2020.0
4025,4025,Château du Trignon 2018  Gigondas,$32 ,15.0,750,Red,Rhône Valley,Rhône-style Red Blend,Château du Trignon,94 Points,2018.0
4026,4026,Sierra Cantabria 2014 Reserva  (Rioja),$28 ,14.0,750,Red,Northern Spain,Tempranillo,Sierra Cantabria,94 Points,2014.0
4027,4027,Walt 2020 Pinot Noir (Sta. Rita Hills),$44 ,14.0,750,Red,Central Coast,Pinot Noir,Walt,94 Points,2020.0
4028,4028,Blair Fox 2019 Fox Family Vineyard Syrah (Los Olivos District),$60 ,14.0,750,Red,Central Coast,Syrah,Blair Fox,94 Points,2019.0
4029,4029,Chateau Margene 2019 Stella's Cabernet Sauvignon (Creston District),$110 ,15.0,750,Red,Central Coast,Cabernet Sauvignon,Chateau Margene,94 Points,2019.0
4030,4030,Curto Marco 2015 La Foia Riserva  (Barolo),$95 ,14.0,750,Red,Piedmont,Nebbiolo,Curto Marco,94 Points,2015.0
4031,4031,Détente 2020 Western Block Field Blend Red (Adelaida District),$40 ,14.0,750,Red,Central Coast,Rhône-style Red Blend,Détente,94 Points,2020.0
4032,4032,Domaine Schoffit 2018 Clos Saint-Théobald Grand Cru Riesling (Alsace),$49 ,14.0,750,White,Alsace,Riesling,Domaine Schoffit,94 Points,2018.0
4035,4035,Chateau Margene 2019 Stella's Cabernet Sauvignon (Creston District),$110 ,15.0,750,Red,Central Coast,Cabernet Sauvignon,Chateau Margene,94 Points,2019.0
4036,4036,Curto Marco 2015 La Foia Riserva  (Barolo),$95 ,14.0,750,Red,Piedmont,Nebbiolo,Curto Marco,94 Points,2015.0
4037,4037,Détente 2020 Western Block Field Blend Red (Adelaida District),$40 ,14.0,750,Red,Central Coast,Rhône-style Red Blend,Détente,94 Points,2020.0
4038,4038,Domaine Schoffit 2018 Clos Saint-Théobald Grand Cru Riesling (Alsace),$49 ,14.0,750,White,Alsace,Riesling,Domaine Schoffit,94 Points,2018.0
4041,4041,Joseph Cattin 2020 Hatschbourg Grand Cru Gewurztraminer (Alsace),$30 ,14.0,750,White,Alsace,"Gewürztraminer, Gewürztraminer",Joseph Cattin,94 Points,2020.0
4042,4042,Julien Schaal 2020 Kaleidoscope Riesling (Alsace),$25 ,13.0,750,White,Alsace,Riesling,Julien Schaal,94 Points,2020.0
4043,4043,Mount Eden Vineyards 2018 Cabernet Sauvignon (Santa Cruz Mountains),$110 ,14.0,750,Red,Central Coast,Cabernet Sauvignon,Mount Eden Vineyards,94 Points,2018.0
4044,4044,Bodega de Edgar 2019 Gran Reserva Tempranillo (Paso Robles),$100 ,15.0,750,Red,Central Coast,Tempranillo,Bodega de Edgar,94 Points,2019.0
4045,4045,Bodega de Edgar 2019 Priorato Paper Street Vineyard Red (Paso Robles Willow Creek District),$68 ,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Bodega de Edgar,94 Points,2019.0
4046,4046,Brewer-Clifton 2020 Chardonnay (Sta. Rita Hills),$35 ,14.0,750,White,Central Coast,Chardonnay,Brewer-Clifton,94 Points,2020.0
4047,4047,Cayuse 2019 Wallah Wallah Special #13 Syrah (Walla Walla Valley (OR)),$190 ,13.0,1,Red,Oregon Other,Syrah,Cayuse,94 Points,2019.0
4049,4049,Domaine Specht 2019 Gewurztraminer (Alsace),$20 ,13.0,750,White,Alsace,"Gewürztraminer, Gewürztraminer",Domaine Specht,94 Points,2019.0
4050,4050,Falcone 2020 Syrah (Paso Robles),$30 ,14.0,750,Red,Central Coast,Syrah,Falcone,94 Points,2020.0
4051,4051,Jean Biecher & Fils 2020 Rosacker Grand Cru Riesling (Alsace),$45 ,13.0,750,White,Alsace,Riesling,Jean Biecher & Fils,94 Points,2020.0
4052,4052,Kevin White 2020 Pionnier Boushey Vineyard Grenache (Yakima Valley),$40 ,14.0,750,Red,Columbia Valley,Grenache,Kevin White,94 Points,2020.0
4054,4054,Domaine Specht 2019 Gewurztraminer (Alsace),$20 ,13.0,750,White,Alsace,"Gewürztraminer, Gewürztraminer",Domaine Specht,94 Points,2019.0
4055,4055,Falcone 2020 Syrah (Paso Robles),$30 ,14.0,750,Red,Central Coast,Syrah,Falcone,94 Points,2020.0
4056,4056,Jean Biecher & Fils 2020 Rosacker Grand Cru Riesling (Alsace),$45 ,13.0,750,White,Alsace,Riesling,Jean Biecher & Fils,94 Points,2020.0
4057,4057,Kevin White 2020 Pionnier Boushey Vineyard Grenache (Yakima Valley),$40 ,14.0,750,Red,Columbia Valley,Grenache,Kevin White,94 Points,2020.0
4059,4059,McPrice Myers 2020 Right Hand Man Syrah (Central Coast),$25 ,15.0,750,Red,Central Coast,Syrah,McPrice Myers,94 Points,2020.0
4060,4060,Migration 2020 Single Vineyard Series Pinot Noir (Sta. Rita Hills),$72 ,13.0,750,Red,Central Coast,Pinot Noir,Migration,94 Points,2020.0
4061,4061,Mount Eden Vineyards 2019 The Tanaka Project Pinot Noir (Santa Cruz Mountains),$95 ,14.0,750,Red,Central Coast,Pinot Noir,Mount Eden Vineyards,94 Points,2019.0
4062,4062,Parrish Family 2018 Silken Red (Paso Robles),$70 ,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Parrish Family,94 Points,2018.0
4063,4063,PÁŠXA 2019 River Rock Vineyard Grenache (Walla Walla Valley (WA)),$85 ,14.0,750,Red,Columbia Valley,Grenache,PÁŠXA,94 Points,2019.0
4064,4064,PÁŠXA 2019 SJR Vineyard Syrah (Walla Walla Valley (WA)),$85 ,13.0,750,Red,Columbia Valley,Syrah,PÁŠXA,94 Points,2019.0
4065,4065,Castello di Amorosa 2019 Morning Dew Vineyard Pinot Noir (Anderson Valley),$65 ,13.0,750,Red,Mendocino County,Pinot Noir,Castello di Amorosa,94 Points,2019.0
4066,4066,Christophe Mittnacht 2018 Grand Cru Rosacker Riesling (Alsace),$37 ,13.0,750,White,Alsace,Riesling,Christophe Mittnacht,94 Points,2018.0
4067,4067,Emeritus 2018 La Combette Hallberg Ranch Pinot Noir (Russian River Valley),$110 ,13.0,750,Red,Sonoma,Pinot Noir,Emeritus,94 Points,2018.0
4068,4068,Isaac Fernández 2015  Ribera del Duero,$60 ,14.0,750,Red,Northern Spain,"Tinta del Pais, Tempranillo",Isaac Fernández,94 Points,2015.0
4069,4069,Janzen 2019 Beckstoffer To Kalon Cabernet Sauvignon (Napa Valley),$250 ,15.0,750,Red,Napa,Cabernet Sauvignon,Janzen,94 Points,2019.0
4070,4070,Jean-Luc Baldès 2019 Clos Triguedina The New Black Wine  (Cahors),$175 ,14.0,750,Red,Southwest France,Malbec,Jean-Luc Baldès,94 Points,2019.0
4071,4071,Quinta do Portal 2019 Grande Reserva Red (Douro),$60 ,14.0,750,Red,Portugal,Portuguese Red,Quinta do Portal,94 Points,2019.0
4072,4072,Rombauer 2017 Stice Lane Cabernet Sauvignon (St. Helena),$125 ,14.0,750,Red,Napa,Cabernet Sauvignon,Rombauer,94 Points,2017.0
4073,4073,Stephen Ross 2019 Arete Stone Corral Vineyard Pinot Noir (Edna Valley),$80 ,13.0,750,Red,Central Coast,Pinot Noir,Stephen Ross,94 Points,2019.0
4074,4074,Christophe Mittnacht 2018 Grand Cru Rosacker Riesling (Alsace),$37 ,13.0,750,White,Alsace,Riesling,Christophe Mittnacht,94 Points,2018.0
4075,4075,Quinta do Portal 2019 Grande Reserva Red (Douro),$60 ,14.0,750,Red,Portugal,Portuguese Red,Quinta do Portal,94 Points,2019.0
4076,4076,Rombauer 2017 Stice Lane Cabernet Sauvignon (St. Helena),$125 ,14.0,750,Red,Napa,Cabernet Sauvignon,Rombauer,94 Points,2017.0
4077,4077,Stephen Ross 2019 Arete Stone Corral Vineyard Pinot Noir (Edna Valley),$80 ,13.0,750,Red,Central Coast,Pinot Noir,Stephen Ross,94 Points,2019.0
4078,4078,Stephen Ross 2019 Stone Corral Vineyard Pinot Noir (Edna Valley),$68 ,13.0,750,Red,Central Coast,Pinot Noir,Stephen Ross,94 Points,2019.0
4079,4079,Zaca Mesa 2019 Chapel G Syrah (Santa Ynez Valley),$48 ,15.0,750,Red,Central Coast,Syrah,Zaca Mesa,94 Points,2019.0
4080,4080,Aperture 2018 Del Rio Cabernet Sauvignon (Alexander Valley),$150 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Aperture,94 Points,2018.0
4081,4081,Brewer-Clifton 2020 3D Chardonnay (Sta. Rita Hills),$75 ,14.0,750,White,Central Coast,Chardonnay,Brewer-Clifton,94 Points,2020.0
4082,4082,Brewer-Clifton 2020 Pinot Noir (Sta. Rita Hills),$40 ,14.0,750,Red,Central Coast,Pinot Noir,Brewer-Clifton,94 Points,2020.0
4083,4083,Claus Preisinger 2014 Pannobile Red (Neusiedlersee),$45 ,12.0,750,Red,Austria,"Red Blends, Red Blends",Claus Preisinger,94 Points,2014.0
4084,4084,Domaine du Pegau 2018 Cuvée A Tempo White (Châteauneuf-du-Pape),$275 ,14.0,750,White,Rhône Valley,Rhône-style White Blend,Domaine du Pegau,94 Points,2018.0
4085,4085,Edouard Delaunay 2019 Premier Cru Les Perrières  (Nuits-St.-Georges),$145 ,13.0,750,Red,Burgundy,Pinot Noir,Edouard Delaunay,94 Points,2019.0
4086,4086,Flâneur 2019 La Belle Promenade Vineyard Pinot Noir (Chehalem Mountains),$60 ,13.0,750,Red,Willamette Valley,Pinot Noir,Flâneur,94 Points,2019.0
4087,4087,Force Majeure 2019 Parabellum Alluvio Red (Red Mountain),$50 ,14.0,750,Red,Columbia Valley,Bordeaux-style Red Blend,Force Majeure,94 Points,2019.0
4088,4088,Gabriel Meffre 2019 Domaine De Longue Toque Lieu Dit Les Plâtrières  (Gigondas),$100 ,15.0,750,Red,Rhône Valley,Rhône-style Red Blend,Gabriel Meffre,94 Points,2019.0
4089,4089,Jaffurs 2019 Bien Nacido Vineyard Syrah (Santa Maria Valley),$55 ,14.0,750,Red,Central Coast,Syrah,Jaffurs,94 Points,2019.0
4090,4090,Jaffurs 2019 Upslope Syrah (Santa Barbara County),$80 ,14.0,750,Red,Central Coast,Syrah,Jaffurs,94 Points,2019.0
4091,4091,Jean-Marc Bernhard 2020 Riesling (Alsace),$28 ,13.0,750,White,Alsace,Riesling,Jean-Marc Bernhard,94 Points,2020.0
4092,4092,ONX 2019 Noble Intrigue Bien Nacido Vineyard Syrah (Santa Maria Valley),$70 ,15.0,750,Red,Central Coast,Syrah,ONX,94 Points,2019.0
4093,4093,Parrish Family 2018 Four Chords Red (Adelaida District),$75 ,14.0,750,Red,Central Coast,Bordeaux-style Red Blend,Parrish Family,94 Points,2018.0
4094,4094,Quinta do Vallado 2019 Reserva Field Blend Red (Douro),$70 ,14.0,750,Red,Portugal,Portuguese Red,Quinta do Vallado,94 Points,2019.0
4095,4095,Quinta do Vallado 2019 Vinha da Coroa Red (Douro),$100 ,13.0,750,Red,Portugal,Portuguese Red,Quinta do Vallado,94 Points,2019.0
4096,4096,Stephen Ross 2021 Paragon Vineyard Grenache Blanc (Edna Valley),$28 ,12.0,750,White,Central Coast,"Grenache Blanc, Other White",Stephen Ross,94 Points,2021.0
4097,4097,Walt 2020 The Corners Pinot Noir (Anderson Valley),$85 ,14.0,750,Red,Mendocino County,Pinot Noir,Walt,94 Points,2020.0
4098,4098,Domaine Les Sibu 2019  Gigondas,$45 ,14.0,750,Red,Rhône Valley,Rhône-style Red Blend,Domaine Les Sibu,93 Points,2019.0
4099,4099,Domaine Schoffit 2019 Clos Saint-Théobald Grand Cru Gewurztraminer (Alsace),$49 ,13.0,750,White,Alsace,"Gewürztraminer, Gewürztraminer",Domaine Schoffit,93 Points,2019.0
4100,4100,Domaine Zind-Humbrecht 2019 Clos Windsbuhl Riesling (Alsace),$88 ,13.0,750,White,Alsace,Riesling,Domaine Zind-Humbrecht,93 Points,2019.0
4101,4101,Domaine Zind-Humbrecht 2019 Hengst Grand Cru Gewurztraminer (Alsace),$88 ,13.0,750,White,Alsace,"Gewürztraminer, Gewürztraminer",Domaine Zind-Humbrecht,93 Points,2019.0
4102,4102,Domaine Zind-Humbrecht 2020 Pinot Blanc (Alsace),$24 ,13.0,750,White,Alsace,Pinot Blanc,Domaine Zind-Humbrecht,93 Points,2020.0
4103,4103,Firestone 2019 Petit Verdot (Santa Ynez Valley),$45 ,14.0,750,Red,Central Coast,Petit Verdot,Firestone,93 Points,2019.0
4104,4104,Gorman 2019 The Bully Cabernet Sauvignon (Red Mountain),$60 ,15.0,750,Red,Columbia Valley,Cabernet Sauvignon,Gorman,93 Points,2019.0
4105,4105,Greywacke 2021 Sauvignon Blanc (Marlborough),$23 ,13.0,750,White,New Zealand,Sauvignon Blanc,Greywacke,93 Points,2021.0
4106,4106,Jaffurs 2020 Thompson Vineyard Petite Sirah (Santa Barbara County),$38 ,15.0,750,Red,Central Coast,Petite Sirah,Jaffurs,93 Points,2020.0
4107,4107,Jean-Luc Baldès 2019 Clos Triguedina Probus  (Cahors),$100 ,14.0,750,Red,Southwest France,Malbec,Jean-Luc Baldès,93 Points,2019.0
4108,4108,Kevin White 2019 Les Terrasses WeatherEye Vineyard Grenache (Yakima Valley),$55 ,14.0,750,Red,Columbia Valley,Grenache,Kevin White,93 Points,2019.0
4109,4109,Kevin White 2020 La Fraternite Red Wine Red (Yakima Valley),$35 ,14.0,750,Red,Columbia Valley,Rhône-style Red Blend,Kevin White,93 Points,2020.0
4110,4110,Kukkula 2019 Lothario Red (Adelaida District),$45 ,15.0,750,Red,Central Coast,Rhône-style Red Blend,Kukkula,93 Points,2019.0
4111,4111,Lumen 2019 Pinot Noir (Santa Maria Valley),$40 ,13.0,750,Red,Central Coast,Pinot Noir,Lumen,93 Points,2019.0
4113,4113,Marqués de Vargas 2015 Gran Reserva  (Rioja),$45 ,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Marqués de Vargas,93 Points,2015.0
4114,4114,Matthews 2020 Claret (Columbia Valley (WA)),$34 ,14.0,750,Red,Columbia Valley,"Claret, Bordeaux-style Red Blend",Matthews,93 Points,2020.0
4115,4115,Al Lago 2019 Aria Syrah (California),$65 ,15.0,750,Red,California Other,Syrah,Al Lago,93 Points,2019.0
4116,4116,Altos de Valdoso 2015 Reserva  (Ribera del Duero),$65 ,14.0,750,Red,Northern Spain,"Tinta del Pais, Tempranillo",Altos de Valdoso,93 Points,2015.0
4117,4117,Blair Fox 2019 Spear Vineyard Syrah (Sta. Rita Hills),$55 ,14.0,750,Red,Central Coast,Syrah,Blair Fox,93 Points,2019.0
4118,4118,Bodega de Edgar 2019 Tarragona Paper Street Vineyard Red (Paso Robles Willow Creek District),$68 ,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Bodega de Edgar,93 Points,2019.0
4119,4119,Bodega de Edgar 2019 Toro de Paso Paper Street Vineyard Tempranillo (Paso Robles Willow Creek District),$68 ,15.0,750,Red,Central Coast,Tempranillo,Bodega de Edgar,93 Points,2019.0
4120,4120,Casa Ferreirinha 2018 Castas Escondidas Red (Douro),$60 ,13.0,750,Red,Portugal,Portuguese Red,Casa Ferreirinha,93 Points,2018.0
4122,4122,Chateau Margene 2019 Cielo Rosso Sangiovese (Creston District),$100 ,14.0,750,Red,Central Coast,Sangiovese,Chateau Margene,93 Points,2019.0
4123,4123,Concha y Toro 2019 Marques De Casa Concha Etiqueta Negra Red (Puente Alto),$40 ,14.0,750,Red,Chile,Bordeaux-style Red Blend,Concha y Toro,93 Points,2019.0
4124,4124,Quinta do Vallado 2019 Tinta Roriz Tinta Roriz (Douro),$80 ,14.0,750,Red,Portugal,"Tinta Roriz, Tempranillo",Quinta do Vallado,93 Points,2019.0
4125,4125,Quinta do Vallado 2019 Touriga Nacional Touriga Nacional (Douro),$60 ,14.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Quinta do Vallado,93 Points,2019.0
4126,4126,Rex Hill 2019 Shea Vineyard Pinot Noir (Yamhill-Carlton),$58 ,13.0,750,Red,Willamette Valley,Pinot Noir,Rex Hill,93 Points,2019.0
4127,4127,Ribafreixo 2017 Reserva Red (Alentejo),$35 ,14.0,750,Red,Portugal,Portuguese Red,Ribafreixo,93 Points,2017.0
4128,4128,Riley's Rows 2019 3x3 Red (North Coast),$34 ,14.0,750,Red,North Coast,"Red Blends, Red Blends",Riley's Rows,93 Points,2019.0
4129,4129,Rubino Estates Winery 2018 Night Owl Estate Grown Barbera (Livermore Valley),$31 ,15.0,750,Red,Central Coast,Barbera,Rubino Estates Winery,93 Points,2018.0
4130,4130,Structure 2019 Foundation Cabernet Franc (Columbia Valley (WA)),$40 ,14.0,750,Red,Columbia Valley,Cabernet Franc,Structure,93 Points,2019.0
4131,4131,Teso La Monja 2019 Almirez  (Toro),$30 ,14.0,750,Red,Northern Spain,"Tinta de Toro, Tempranillo",Teso La Monja,93 Points,2019.0
4132,4132,Union Sacre 2021 l'Orangerie Los Ositos Vineyard Gewurztraminer (Arroyo Seco),$42 ,12.0,750,White,Central Coast,"Gewürztraminer, Gewürztraminer",Union Sacre,93 Points,2021.0
4134,4134,Stephen Ross 2019 Pinot Noir (Edna Valley),$40 ,13.0,750,Red,Central Coast,Pinot Noir,Stephen Ross,93 Points,2019.0
4135,4135,SuNu 2019 Shea East Hill Heritage Clones Pinot Noir (Oregon),$75 ,13.0,750,Red,Oregon Other,Pinot Noir,SuNu,93 Points,2019.0
4136,4136,Testarossa 2020 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),$74 ,14.0,750,Red,Central Coast,Pinot Noir,Testarossa,93 Points,2020.0
4137,4137,The Eyrie Vineyards 2019 Estate Pinot Noir (Dundee Hills),$50 ,13.0,750,Red,Willamette Valley,Pinot Noir,The Eyrie Vineyards,93 Points,2019.0
4138,4138,Tlo 2019 Reserve Syrah (Edna Valley),$55 ,15.0,750,Red,Central Coast,Syrah,Tlo,93 Points,2019.0
4139,4139,Tlo 2019 Visko Red (Paso Robles),$50 ,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Tlo,93 Points,2019.0
4140,4140,WillaKenzie Estate 2019 Aliette Pinot Noir (Yamhill-Carlton),$70 ,13.0,750,Red,Willamette Valley,Pinot Noir,WillaKenzie Estate,93 Points,2019.0
4141,4141,Alta Vista 2018 Single Vineyard Temis El Cepillo Malbec (Uco Valley),$50 ,14.0,750,Red,Mendoza Province,Malbec,Alta Vista,93 Points,2018.0
4142,4142,Blair Fox 2019 Thompson Vineyard Syrah (Alisos Canyon),$55 ,14.0,750,Red,Central Coast,Syrah,Blair Fox,93 Points,2019.0
