,Unnamed: 0,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
<<<<<<< HEAD
546,546,J. Lohr 2020 Pure Paso Red (Paso Robles),$27 ,14.0,750,1,Central Coast,"Red Blends, Red Blends",J. Lohr,92.0,2020.0
547,547,Screen Door Cellars 2020 Asern Vineyard Chardonnay (Green Valley),$40 ,14.0,750,2,Sonoma,Chardonnay,Screen Door Cellars,92.0,2020.0
548,548,Taub Family Vineyards 2018 Heritance Cabernet Sauvignon (Napa Valley),$47 ,14.0,750,1,Napa,Cabernet Sauvignon,Taub Family Vineyards,92.0,2018.0
549,549,Tribe and Arrow 2019 Soda Creek Vineyard Reserve Cabernet Sauvignon (Napa Valley),$95 ,15.0,750,1,Napa,Cabernet Sauvignon,Tribe and Arrow,92.0,2019.0
550,550,Williams Selyem 2020 Papera Vineyard Zinfandel (Russian River Valley),$65 ,15.0,750,1,Sonoma,Zinfandel,Williams Selyem,92.0,2020.0
551,551,DK Wine Group 2019 Convene by Dan Kosta Pinot Noir (Russian River Valley),$62 ,14.0,750,1,Sonoma,Pinot Noir,DK Wine Group,92.0,2019.0
553,553,Planeta 2020  Etna,$32 ,12.0,750,2,Sicily & Sardinia,"Carricante, Italian White",Planeta,92.0,2020.0
554,554,Ron Noble 2020 Richard Dinner Vineyard Chardonnay (Sonoma County),$68 ,14.0,750,2,Sonoma,Chardonnay,Ron Noble,92.0,2020.0
556,556,Sleight of Hand 2019 The Conjurer Red (Columbia Valley (WA)),$35 ,14.0,750,1,Columbia Valley,Bordeaux-style Red Blend,Sleight of Hand,92.0,2019.0
557,557,Bodegas Muriel 2017 Fincas de la Villa Reserva  (Rioja),$22 ,14.0,750,1,Northern Spain,Tempranillo,Bodegas Muriel,92.0,2017.0
558,558,Bouchaine 2020 Estate Selection Gewürztraminer (Carneros-Napa Valley),$40 ,14.0,750,2,Napa,Gewürztraminer,Bouchaine,92.0,2020.0
559,559,Cairats 2020 Origen Red (Montsant),$18 ,15.0,750,1,Catalonia,"Red Blends, Red Blends",Cairats,92.0,2020.0
560,560,Casa Primicia 2018 Crianza  (Rioja),$25 ,14.0,750,1,Northern Spain,Tempranillo,Casa Primicia,92.0,2018.0
561,561,Christophe Mittnacht 2019 Gewurztraminer (Alsace),$26 ,14.0,750,2,Alsace,"Gewürztraminer, Gewürztraminer",Christophe Mittnacht,92.0,2019.0
562,562,Domaine Haute Févrié 2020 Terroir des Gras Moutons Sur Lie  (Muscadet Sèvre et Maine),$21 ,12.0,750,2,Loire Valley,"Melon, Other White",Domaine Haute Févrié,92.0,2020.0
563,563,Easton 2020 Zinfandel (Amador County),$28 ,14.0,750,1,Sierra Foothills,Zinfandel,Easton,92.0,2020.0
564,564,Fillaboa 2019 Selección Finca Monte Alto Albariño (Rías Baixas),$26 ,13.0,750,2,Galicia,Albariño,Fillaboa,92.0,2019.0
565,565,Lagana 2019 Eritage Vineyard Malbec (Walla Walla Valley (WA)),$40 ,14.0,750,1,Columbia Valley,Malbec,Lagana,92.0,2019.0
567,567,Marqués de la Concordia 2018 Lagunilla Reserva  (Rioja),$20 ,13.0,750,1,Northern Spain,"Tempranillo Blend, Tempranillo",Marqués de la Concordia,92.0,2018.0
568,568,Sparkman 2019 Darkness Syrah (Yakima Valley),$70 ,14.0,750,1,Columbia Valley,Syrah,Sparkman,92.0,2019.0
569,569,Tarón 2016 Cepas Centenarias  (Rioja),$37 ,13.0,750,1,Northern Spain,Tempranillo,Tarón,92.0,2016.0
570,570,Vinos Finos de California 2018 Le Leona de la Suerte Eden Rift Vineyard Chardonnay (Cienega Valley),$45 ,13.0,750,2,Central Coast,Chardonnay,Vinos Finos de California,92.0,2018.0
571,571,Zinio 2019 Terroir De Zinio 200  (Rioja),$26 ,14.0,750,1,Northern Spain,"Tempranillo-Graciano, Red Blends",Zinio,92.0,2019.0
572,572,Ca' Rugate 2018 Punta 470  (Amarone della Valpolicella),$75 ,15.0,750,1,Veneto,"Corvina, Italian Red",Ca' Rugate,92.0,2018.0
573,573,Cuda Ridge 2020 Little Dog Vineyard Carménère (Livermore Valley),$50 ,13.0,750,1,Central Coast,"Carmenère, Carmenère",Cuda Ridge,92.0,2020.0
575,575,Medlock Ames 2019 Bell Mountain Cabernet Sauvignon (Alexander Valley),$70 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Medlock Ames,92.0,2019.0
576,576,Alta Cellars 2020 Cabernet Sauvignon (Columbia Valley (WA)),$55 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Alta Cellars,92.0,2020.0
577,577,Alta Cellars 2020 Reserve Cabernet Sauvignon (Wahluke Slope),$64 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Alta Cellars,92.0,2020.0
579,579,Domaine de la Pirolette 2020 L'Age de Raisin  (Saint-Amour),$24 ,14.0,750,1,Beaujolais,Gamay,Domaine de la Pirolette,92.0,2020.0
580,580,Emeritus 2020 Estate Pinot Noir (Russian River Valley),$38 ,13.0,750,1,Sonoma,Pinot Noir,Emeritus,92.0,2020.0
581,581,Grosgrain 2021 Skin Contact Les Collines Vineyard Sémillon (Walla Walla Valley (WA)),$36 ,12.0,750,2,Columbia Valley,Sémillon,Grosgrain,92.0,2021.0
583,583,J. Cage Cellars 2021 Tzabaco Rancho Vineyard Sauvignon Blanc (Dry Creek Valley),$32 ,14.0,750,2,Sonoma,Sauvignon Blanc,J. Cage Cellars,92.0,2021.0
584,584,Kenzo Estate 2019 Asuka Cabernet Franc (Napa Valley),$160 ,15.0,750,1,Napa,Cabernet Franc,Kenzo Estate,92.0,2019.0
585,585,Lasseter 2020 Voilà Sauvignon Blanc-Sémillon (Sonoma Valley),$55 ,13.0,750,2,Sonoma,"Sauvignon Blanc-Semillon, Bordeaux-style White Blend",Lasseter,92.0,2020.0
586,586,Smith-Madrone 2019 Estate Bottled Cabernet Sauvignon (Spring Mountain District),$62 ,14.0,750,1,Napa,Cabernet Sauvignon,Smith-Madrone,92.0,2019.0
587,587,Squawking Magpie 2013 Big Red Red (Hawke's Bay),$93 ,13.0,750,1,New Zealand,Bordeaux-style Red Blend,Squawking Magpie,92.0,2013.0
588,588,Burgess 2016 Contadina Cabernet Sauvignon (Napa Valley),$60 ,14.0,750,1,Napa,Cabernet Sauvignon,Burgess,92.0,2016.0
589,589,Thacher 2019 Solo Concert Syrah (Monterey),$52 ,14.0,750,1,Central Coast,Syrah,Thacher,92.0,2019.0
591,591,Castoro Cellars 2020 Whale Rock Vineyard Reserve Charbono (Paso Robles),$30 ,13.0,750,1,Central Coast,"Charbono, Italian Red",Castoro Cellars,92.0,2020.0
592,592,Château Laulan 2020  Francs Côtes de Bordeaux,$19 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Laulan,92.0,2020.0
593,593,Kyle Burke 2021 Chardonnay (Sonoma Valley),$23 ,13.0,750,2,Sonoma,Chardonnay,Kyle Burke,92.0,2021.0
594,594,Sleight of Hand 2021 The Magician Evergreen Vineyard Riesling (Ancient Lakes),$22 ,12.0,750,2,Columbia Valley,Riesling,Sleight of Hand,92.0,2021.0
595,595,Succession 2020 Malbec (Columbia Valley (WA)),$46 ,14.0,750,1,Columbia Valley,Malbec,Succession,92.0,2020.0
596,596,Charles & Charles 2020 Bolt Cabernet Sauvignon (Columbia Valley (WA)),$15 ,13.0,750,1,Columbia Valley,Cabernet Sauvignon,Charles & Charles,92.0,2020.0
597,597,Crū 2021 Paragon Vineyard Albariño (Edna Valley),$20 ,13.0,750,2,Central Coast,Albariño,Crū,92.0,2021.0
598,598,De Loach 2019 O.F.S. Pinot Noir (Russian River Valley),$45 ,14.0,750,1,Sonoma,Pinot Noir,De Loach,92.0,2019.0
599,599,Dossier 2021 Sauvignon Blanc (Yakima Valley),$42 ,13.0,750,2,Columbia Valley,Sauvignon Blanc,Dossier,92.0,2021.0
600,600,Echolands 2019 Seven Hills Vineyard Red (Walla Walla Valley (WA)),$52 ,14.0,750,1,Columbia Valley,Bordeaux-style Red Blend,Echolands,92.0,2019.0
601,601,Maidenstoen 2021 Grüner Veltliner (Edna Valley),$24 ,13.0,750,2,Central Coast,Grüner Veltliner,Maidenstoen,92.0,2021.0
602,602,Migration 2020 Pinot Noir (Sonoma Coast),$44 ,13.0,750,1,Sonoma,Pinot Noir,Migration,92.0,2020.0
603,603,Robert Renzoni 2018 Sangiovese (California),$27 ,13.0,750,1,California Other,Sangiovese,Robert Renzoni,92.0,2018.0
604,604,Auclair 2019 96 Cedars Red (Red Mountain),$25 ,13.0,750,1,Columbia Valley,"Red Blends, Red Blends",Auclair,92.0,2019.0
605,605,Bodegas Lozano 2017  Rioja,$68 ,14.0,750,1,Northern Spain,Tempranillo,Bodegas Lozano,92.0,2017.0
607,607,Dopff & Irion 2019 Cuvée René Dopff Pinot Blanc (Alsace),$15 ,13.0,750,2,Alsace,Pinot Blanc,Dopff & Irion,92.0,2019.0
608,608,Godelia 2021 Godello (Bierzo),$19 ,13.0,750,2,Northern Spain,"Godello, Spanish White",Godelia,92.0,2021.0
609,609,Hall 2018 Coeur Cabernet Sauvignon (St. Helena),$70 ,15.0,750,1,Napa,Cabernet Sauvignon,Hall,92.0,2018.0
610,610,Hidalgo 2018 Tradición H Reserva  (Rioja),$39 ,14.0,750,1,Northern Spain,Tempranillo,Hidalgo,92.0,2018.0
611,611,Nautilus 2021 The Paper Nautilus Sauvignon Blanc (Marlborough),$49 ,13.0,750,2,New Zealand,Sauvignon Blanc,Nautilus,92.0,2021.0
612,612,Niner 2019 Heart Hill Vineyard Reserve Cabernet Sauvignon (Paso Robles),$95 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Niner,92.0,2019.0
613,613,Patz & Hall 2020 Dutton Ranch Chardonnay (Russian River Valley),$50 ,14.0,750,2,Sonoma,Chardonnay,Patz & Hall,92.0,2020.0
614,614,Rioja Vega 2019 Edición Limitada  (Rioja),$35 ,14.0,750,1,Northern Spain,"Tempranillo Blend, Tempranillo",Rioja Vega,92.0,2019.0
615,615,Tarón 2015 Reserva  (Rioja),$21 ,13.0,750,1,Northern Spain,Tempranillo,Tarón,92.0,2015.0
617,617,Zinio 2018 Crianza  (Rioja),$27 ,14.0,750,1,Northern Spain,Tempranillo,Zinio,92.0,2018.0
618,618,Vik 2019 La Piu Belle Red (Central Valley),$100 ,14.0,750,1,Chile,"Red Blends, Red Blends",Vik,92.0,2019.0
619,619,Fabiano 2017  Amarone della Valpolicella Classico,$35 ,15.0,750,1,Veneto,"Red Blends, Red Blends",Fabiano,92.0,2017.0
620,620,Glunz 2019 Paper Street Vineyard Zinfandel (Paso Robles Willow Creek District),$40 ,15.0,750,1,Central Coast,Zinfandel,Glunz,92.0,2019.0
621,621,Olivia Brion 2019 Pinot Noir (Russian River Valley),$50 ,13.0,750,1,Sonoma,Pinot Noir,Olivia Brion,92.0,2019.0
623,623,Scheid 2019 Riverview Vineyard Dolcetto (Monterey),$36 ,14.0,750,1,Central Coast,"Dolcetto, Italian Red",Scheid,92.0,2019.0
624,624,Baca 2019 Home Base Zinfandel (Dry Creek Valley),$40 ,15.0,750,1,Sonoma,Zinfandel,Baca,92.0,2019.0
626,626,Bouchaine 2019 Hyde Vineyard Merlot (Carneros-Napa Valley),$195 ,14.0,750,1,Napa,Merlot,Bouchaine,92.0,2019.0
627,627,Domaine de la Grosse Pierre 2020 Bel-Air  (Fleurie),$25 ,14.0,750,1,Beaujolais,Gamay,Domaine de la Grosse Pierre,92.0,2020.0
628,628,Duckhorn 2019 Merlot (Carneros-Napa Valley),$80 ,14.0,750,1,Napa,Merlot,Duckhorn,92.0,2019.0
629,629,Famille Sornay 2020  Morgon,$23 ,13.0,750,1,Beaujolais,Gamay,Famille Sornay,92.0,2020.0
630,630,Grosgrain 2019 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),$45 ,13.0,750,1,Columbia Valley,Syrah,Grosgrain,92.0,2019.0
631,631,Jules Taylor 2021 Pinot Gris (Marlborough),$20 ,13.0,750,2,New Zealand,Pinot Gris,Jules Taylor,92.0,2021.0
634,634,Raymond 2019 District Collection Cabernet Sauvignon (Calistoga),$100 ,14.0,750,1,Napa,Cabernet Sauvignon,Raymond,92.0,2019.0
635,635,Stolpman 2020 L'Avion Roussanne (Ballard Canyon),$38 ,13.0,750,2,Central Coast,Roussanne,Stolpman,92.0,2020.0
637,637,Château Godard Bellevue 2020  Francs Côtes de Bordeaux,$27 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Godard Bellevue,92.0,2020.0
638,638,Château Puy-Galland 2020  Francs Côtes de Bordeaux,$18 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Puy-Galland,92.0,2020.0
639,639,Luigi Maffini 2020 Klèos Aglianico (Cilento),$35 ,13.0,750,1,Southern Italy,"Aglianico, Italian Red",Luigi Maffini,92.0,2020.0
640,640,Portalupi 2020 L. Venturi Vineyards Petite Sirah (Mendocino County),$42 ,15.0,750,1,Mendocino County,Petite Sirah,Portalupi,92.0,2020.0
641,641,Beltane Ranch 2019 Heins Block Estate Grown Zinfandel (Sonoma Valley),$52 ,15.0,750,1,Sonoma,Zinfandel,Beltane Ranch,92.0,2019.0
642,642,Domaine Filliatreau 2021 Château Fouquet  (Saumur),$24 ,14.0,750,2,Loire Valley,Chenin Blanc,Domaine Filliatreau,92.0,2021.0
643,643,Mamete Prevostini 2019 Sommarovina Sassella  (Valtellina Superiore),$60 ,14.0,750,1,Lombardy,Nebbiolo,Mamete Prevostini,92.0,2019.0
644,644,Neirano 2021 Pitulé  (Moscato d'Asti),$16 ,5.0,750,2,Piedmont,"Moscato, Muscat",Neirano,92.0,2021.0
645,645,McBride Sisters Collection 2019 Reserve Papatnuku Pinot Noir (Central Otago),$70 ,14.0,750,1,New Zealand,Pinot Noir,McBride Sisters Collection,92.0,2019.0
646,646,Böen 2021 Pinot Noir (Russian River Valley),$35 ,14.0,750,1,Sonoma,Pinot Noir,Böen,92.0,2021.0
647,647,Bouchaine 2019 Estate Chardonnay (Carneros-Napa Valley),$35 ,14.0,750,2,Napa,Chardonnay,Bouchaine,92.0,2019.0
648,648,CheckMate 2019 Knight's Challenge Sunset Vineyard Chardonnay (Okanagan Valley),$80 ,13.0,750,2,British Columbia,Chardonnay,CheckMate,92.0,2019.0
649,649,J. McClelland 2019 Cabernet Sauvignon (Napa Valley),$60 ,14.0,750,1,Napa,Cabernet Sauvignon,J. McClelland,92.0,2019.0
650,650,Jax 2021 Y3 Chardonnay (Napa Valley),$20 ,13.0,750,2,Napa,Chardonnay,Jax,92.0,2021.0
651,651,Kunde 2020 Wildwood Vineyard Estate Grown Chardonnay (Sonoma Valley),$30 ,14.0,750,2,Sonoma,Chardonnay,Kunde,92.0,2020.0
652,652,Masi 2018 Brolo Campofiorin Oro  (Valpolicella),$40 ,14.0,750,1,Veneto,"Red Blends, Red Blends",Masi,92.0,2018.0
653,653,Masi 2019 Campofiorin  (Valpolicella),$20 ,13.0,750,1,Veneto,"Corvina, Rondinella, Molinara, Italian Red",Masi,92.0,2019.0
654,654,Palazzo Maffei 2019  Amarone della Valpolicella,$50 ,15.0,750,1,Veneto,"Red Blends, Red Blends",Palazzo Maffei,92.0,2019.0
655,655,Raymond 2019 Generations Cabernet Sauvignon (Napa Valley),$175 ,15.0,750,1,Napa,Cabernet Sauvignon,Raymond,92.0,2019.0
656,656,Arnaud Combier 2020  Chiroubles,$33 ,13.0,750,1,Beaujolais,Gamay,Arnaud Combier,92.0,2020.0
657,657,Arzuaga 2019 Crianza  (Ribera del Duero),$37 ,14.0,750,1,Northern Spain,Tempranillo,Arzuaga,92.0,2019.0
658,658,Arzuaga 2020 Laderas del Norte  (Ribera del Duero),$20 ,14.0,750,1,Northern Spain,Tempranillo,Arzuaga,92.0,2020.0
659,659,Balletto 2019 BCD Vineyard Pinot Noir (Russian River Valley),$48 ,14.0,750,1,Sonoma,Pinot Noir,Balletto,92.0,2019.0
660,660,Bouchaine 2021 Estate Selection Riesling (Carneros-Napa Valley),$35 ,13.0,750,2,Napa,Riesling,Bouchaine,92.0,2021.0
661,661,Caprio Cellars 2020 Red Label Cabernet Sauvignon (Walla Walla Valley (WA)),$48 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Caprio Cellars,92.0,2020.0
662,662,Château Ramafort 2020 Cru Bourgeois  (Médoc),$25 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Ramafort,92.0,2020.0
663,663,Château Rocher Corbin 2018  Montagne-Saint-Émilion,$33 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Rocher Corbin,92.0,2018.0
664,664,Elizabeth Spencer 2019 Proprietor Selected Special Cuvée Pinot Noir (Sonoma Coast),$68 ,14.0,750,1,Sonoma,Pinot Noir,Elizabeth Spencer,92.0,2019.0
665,665,Fillaboa 2021 Estate Grown Albariño (Rías Baixas),$20 ,12.0,750,2,Galicia,Albariño,Fillaboa,92.0,2021.0
666,666,Joseph Cattin 2020 Hatschbourg Grand Cru Pinot Gris (Alsace),$30 ,14.0,750,2,Alsace,Pinot Gris,Joseph Cattin,92.0,2020.0
668,668,Mure 2019 Steinstuck Sylvaner (Alsace),$28 ,14.0,750,2,Alsace,"Sylvaner, Other White",Mure,92.0,2019.0
669,669,Ron Noble 2019 Sage Ridge Vineyard Cabernet Sauvignon (Napa Valley),$128 ,15.0,750,1,Napa,Cabernet Sauvignon,Ron Noble,92.0,2019.0
670,670,Sleight of Hand 2019 The Illusionist Reserve Cabernet Sauvignon (Columbia Valley (WA)),$65 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Sleight of Hand,92.0,2019.0
671,671,Sparkman 2020 Lumière Chardonnay (Columbia Valley (WA)),$35 ,14.0,750,2,Columbia Valley,Chardonnay,Sparkman,92.0,2020.0
672,672,Taub Family Vineyards 2019 Merlot (Napa Valley),$100 ,14.0,750,1,Napa,Merlot,Taub Family Vineyards,92.0,2019.0
674,674,Vöcal 2019 Lobo Marino Reserve Pinot Noir (Monterey County),$75 ,13.0,750,1,Central Coast,Pinot Noir,Vöcal,92.0,2019.0
678,678,Cornerstone 2018 Benchlands Cabernet Sauvignon (Napa Valley),$75 ,15.0,750,1,Napa,Cabernet Sauvignon,Cornerstone,92.0,2018.0
679,679,Davies 2019 Red Cap Vineyard Cabernet Sauvignon (Howell Mountain),$125 ,14.0,750,1,Napa,Cabernet Sauvignon,Davies,92.0,2019.0
680,680,Heitz 2018 Cabernet Sauvignon (Napa Valley),$85 ,13.0,750,1,Napa,Cabernet Sauvignon,Heitz,92.0,2018.0
681,681,Helix 2020 Phinny Hill Vineyards Syrah (Horse Heaven Hills),$48 ,13.0,750,1,Columbia Valley,Syrah,Helix,92.0,2020.0
682,682,Pestoni Family 2018 Three Tears Vineyard Cabernet Sauvignon (Howell Mountain),$90 ,14.0,750,1,Napa,Cabernet Sauvignon,Pestoni Family,92.0,2018.0
683,683,Pierre Dupond 2020 Les Capitans  (Juliénas),$22 ,14.0,750,1,Beaujolais,Gamay,Pierre Dupond,92.0,2020.0
684,684,Ridge 2020 Benito Dusi Zinfandel (Paso Robles),$37 ,14.0,750,1,Central Coast,Zinfandel,Ridge,92.0,2020.0
685,685,Smith & Hook 2019 Reserve Cabernet Sauvignon (Paso Robles),$45 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Smith & Hook,92.0,2019.0
686,686,Sophie et Guillaume Joncy 2020 Bois des Lys  (Morgon),$31 ,13.0,750,1,Beaujolais,Gamay,Sophie et Guillaume Joncy,92.0,2020.0
687,687,Thacher 2020 Triumvirate Reserve Zinfandel (Paso Robles),$60 ,15.0,750,1,Central Coast,Zinfandel,Thacher,92.0,2020.0
690,690,Bouchaine 2019 Gee Vineyard Pinot Noir (Carneros-Napa Valley),$88 ,14.0,750,1,Napa,Pinot Noir,Bouchaine,92.0,2019.0
691,691,Château Jacques Noir 2020  Saint-Émilion,$40 ,14.0,750,1,Bordeaux,Merlot,Château Jacques Noir,92.0,2020.0
692,692,Château Plaisance 2020 Réserve de Famille  (Montagne-Saint-Émilion),$60 ,14.0,750,1,Bordeaux,Merlot,Château Plaisance,92.0,2020.0
693,693,Comartin 2020 R-Bar-R Ranch Pinot Noir (Santa Cruz Mountains),$60 ,14.0,750,1,Central Coast,Pinot Noir,Comartin,92.0,2020.0
694,694,Synne 2020 Singularity Strand Vineyard Syrah (Naches Heights),$46 ,14.0,750,1,Columbia Valley,Syrah,Synne,92.0,2020.0
698,698,Paraduxx 2019 Rector Creek Vineyard Block 4 Red (Napa Valley),$88 ,14.0,750,1,Napa,"Red Blends, Red Blends",Paraduxx,92.0,2019.0
700,700,Buena Vista 2019 Private Reserve Cabernet Sauvignon (Sonoma County),$80 ,15.0,750,1,Sonoma,Cabernet Sauvignon,Buena Vista,92.0,2019.0
701,701,Stolpman 2019 Sangiovese (Ballard Canyon),$36 ,14.0,750,1,Central Coast,Sangiovese,Stolpman,92.0,2019.0
702,702,Stolpman 2021 Love You Bunches Sangiovese (Santa Barbara County),$24 ,12.0,750,1,Central Coast,Sangiovese,Stolpman,92.0,2021.0
703,703,Balletto 2019 Winery Block Pinot Noir (Russian River Valley),$46 ,13.0,750,1,Sonoma,Pinot Noir,Balletto,92.0,2019.0
704,704,Giesen 2018 Clayvin Pinot Noir (Marlborough),$70 ,13.0,750,1,New Zealand,Pinot Noir,Giesen,92.0,2018.0
705,705,La Honda Winery 2020 Exponent Red (Santa Cruz Mountains),$26 ,13.0,750,1,Central Coast,"Red Blends, Red Blends",La Honda Winery,92.0,2020.0
706,706,Brandlin 2019 Henry's Keep Estate Red (Mount Veeder),$110 ,14.0,750,1,Napa,"Red Blends, Red Blends",Brandlin,92.0,2019.0
707,707,Jermann 2021 Pinot Grigio (Friuli),$30 ,13.0,750,2,Northeastern Italy,Pinot Grigio,Jermann,92.0,2021.0
708,708,Koehler 2020 Sangiovese (Santa Ynez Valley),$40 ,13.0,750,1,Central Coast,Sangiovese,Koehler,92.0,2020.0
709,709,Lancaster 2019 Estate Bottled Cabernet Sauvignon (Alexander Valley),$130 ,15.0,750,1,Sonoma,Cabernet Sauvignon,Lancaster,92.0,2019.0
710,710,Luca Bosio 2021  Moscato d'Asti,$18 ,5.0,750,2,Piedmont,"Moscato, Muscat",Luca Bosio,92.0,2021.0
711,711,Materra Cunat Family Vineyards 2021 Estate Grown Viognier (Oak Knoll District),$34 ,14.0,750,2,Napa,Viognier,Materra Cunat Family Vineyards,92.0,2021.0
712,712,San Simeon 2019 Estate Reserve Black Label Cabernet Sauvignon (Paso Robles),$70 ,14.0,750,1,Central Coast,Cabernet Sauvignon,San Simeon,92.0,2019.0
713,713,Villa Maria 2021 Reserve Sauvignon Blanc (Wairau Valley),$25 ,13.0,750,2,New Zealand,Sauvignon Blanc,Villa Maria,92.0,2021.0
714,714,Baron Philippe de Rothschild 2019 Baronesa P. Red (Maipo Valley),$75 ,14.0,750,1,Chile,"Red Blends, Red Blends",Baron Philippe de Rothschild,92.0,2019.0
716,716,Château German 2020  Castillon Côtes de Bordeaux,$30 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château German,92.0,2020.0
717,717,Daryl Rex Groom 2020 Chardonnay (Russian River Valley),$31 ,14.0,750,2,Sonoma,Chardonnay,Daryl Rex Groom,92.0,2020.0
718,718,Goldschmidt 2018 Game Ranch Plus Cabernet Sauvignon (Oakville),$150 ,14.0,750,1,Napa,Cabernet Sauvignon,Goldschmidt,92.0,2018.0
719,719,Riverbench 2021 Nouveau Pinot Meunier (Santa Maria Valley),$36 ,11.0,750,1,Central Coast,"Pinot Meunier, Other Red",Riverbench,92.0,2021.0
720,720,Terra d'Oro 2020 Sangiovese (Amador County),$20 ,14.0,750,1,Sierra Foothills,Sangiovese,Terra d'Oro,92.0,2020.0
721,721,Bartholomew Estate 2021 Fifth Hill Vineyard Marsanne-Roussanne (Sonoma Valley),$34 ,14.0,750,2,Sonoma,"Marsanne-Roussanne, Rhône-style White Blend",Bartholomew Estate,92.0,2021.0
722,722,Bodega Poboleda 2020 Bon Mas Red (Priorat),$40 ,14.0,750,1,Catalonia,"Red Blends, Red Blends",Bodega Poboleda,92.0,2020.0
723,723,Bodegas Franco-Españolas 2017 Royal Reserva  (Rioja),$45 ,13.0,750,1,Northern Spain,Tempranillo,Bodegas Franco-Españolas,92.0,2017.0
724,724,Cellers Unió 2020 Laurentia Red (Priorat),$20 ,14.0,750,1,Catalonia,Rhône-style Red Blend,Cellers Unió,92.0,2020.0
725,725,Château La Cardonne 2020  Médoc,$30 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château La Cardonne,92.0,2020.0
727,727,CVNE 2019 Cune Crianza  (Rioja),$15 ,13.0,750,1,Northern Spain,"Tempranillo Blend, Tempranillo",CVNE,92.0,2019.0
728,728,Diora 2020 Three Crowns Syrah (San Bernabe),$40 ,14.0,750,1,Central Coast,Syrah,Diora,92.0,2020.0
729,729,Dossier 2019 Syrah (Walla Walla Valley (WA)),$60 ,13.0,750,1,Columbia Valley,Syrah,Dossier,92.0,2019.0
730,730,Easton 2019 E Zinfandel (Fiddletown),$38 ,14.0,750,1,Sierra Foothills,Zinfandel,Easton,92.0,2019.0
732,732,Lamatum 2020 Roble  (Ribera del Duero),$20 ,13.0,750,1,Northern Spain,"Tinta del Pais, Tempranillo",Lamatum,92.0,2020.0
733,733,Mason Cellars 2019 Pelissa Vineyard Cabernet Sauvignon (Oakville),$80 ,14.0,750,1,Napa,Cabernet Sauvignon,Mason Cellars,92.0,2019.0
734,734,Airfield Estates 2019 H. Lloyd Miller Founders Series Red (Yakima Valley),$50 ,14.0,750,1,Columbia Valley,Bordeaux-style Red Blend,Airfield Estates,91.0,2019.0
736,736,CheckMate 2019 Little Pawn Jagged Rock Vineyard Chardonnay (Okanagan Valley),$90 ,13.0,750,2,British Columbia,Chardonnay,CheckMate,91.0,2019.0
737,737,Cornerstone 2018 Cabernet Sauvignon (Calistoga),$85 ,14.0,750,1,Napa,Cabernet Sauvignon,Cornerstone,91.0,2018.0
738,738,Epiphany 2019 Revelation Rodney's Vineyard Red (Santa Barbara County),$50 ,14.0,750,1,Central Coast,Rhône-style Red Blend,Epiphany,91.0,2019.0
739,739,Fabiano 2017 Riserva I Fondatori  (Amarone della Valpolicella),$45 ,16.0,750,1,Veneto,"Red Blends, Red Blends",Fabiano,91.0,2017.0
741,741,Hearst Ranch 2020 Three Sisters Cuvée Red (Paso Robles),$29 ,14.0,750,1,Central Coast,Rhône-style Red Blend,Hearst Ranch,91.0,2020.0
742,742,Lava Cap 2020 Reserve Viognier (El Dorado),$28 ,13.0,750,2,Sierra Foothills,Viognier,Lava Cap,91.0,2020.0
743,743,Maidenstoen 2021 Grüner Veltliner (Arroyo Seco),$20 ,13.0,750,2,Central Coast,Grüner Veltliner,Maidenstoen,91.0,2021.0
744,744,Succession 2020 Merlot (Columbia Valley (WA)),$45 ,14.0,750,1,Columbia Valley,Merlot,Succession,91.0,2020.0
746,746,Brander 2020 Cabernet Sauvignon (Los Olivos District),$28 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Brander,91.0,2020.0
748,748,Hunnicutt 2019 Cabernet Sauvignon (Napa Valley),$85 ,14.0,750,1,Napa,Cabernet Sauvignon,Hunnicutt,91.0,2019.0
749,749,Sunstone 2020 Cabernet Franc (Santa Ynez Valley),$70 ,14.0,750,1,Central Coast,Cabernet Franc,Sunstone,91.0,2020.0
750,750,Sunstone 2020 Soleil Rouge Sangiovese (Santa Barbara County),$45 ,13.0,750,1,Central Coast,Sangiovese,Sunstone,91.0,2020.0
751,751,Tolosa 2020 1772 Stone Lion Edna Ranch Pinot Noir,$74 ,13.0,750,1,California Other,Pinot Noir,Tolosa,91.0,2020.0
